id,code,state_sat_code/id,name
Locality_270,10,base.state_mx_df,Ciudad de México
Locality_271,10,base.state_mx_dgo,Vicente Guerrero
Locality_272,10,base.state_mx_gro,Ciudad Apaxtla de Castrejón
Locality_273,10,base.state_mx_gto,San Francisco del Rincón
Locality_274,10,base.state_mx_hgo,Tizayuca
Locality_275,10,base.state_mx_jal,Zapopan
Locality_276,10,base.state_mx_mex,Ciudad Nezahualcoyotl
Locality_277,10,base.state_mx_mich,Zacapu
Locality_278,10,base.state_mx_nay,San Blas
Locality_279,10,base.state_mx_nl,Ciudad Santa Catarina
Locality_280,10,base.state_mx_pue,Acatlán de Osorio
Locality_281,10,base.state_mx_sin,Higuera de Zaragoza
Locality_282,10,base.state_mx_slp,Cerritos
Locality_283,10,base.state_mx_son,Heroica Nogales
Locality_284,10,base.state_mx_tab,Paraíso
Locality_285,10,base.state_mx_tamps,Tampico
Locality_286,10,base.state_mx_ver,Xalapa-Enríquez
Locality_287,10,base.state_mx_zac,Villa de Cos
Locality_288,11,base.state_mx_bcs,Guerrero Negro
Locality_289,11,base.state_mx_camp,Pomuch
Locality_290,11,base.state_mx_coah,Torreón
Locality_291,11,base.state_mx_chih,Juan Aldama
Locality_292,11,base.state_mx_chis,Ocosingo
Locality_293,11,base.state_mx_df,Ciudad de México
Locality_294,11,base.state_mx_dgo,El Salto
Locality_295,11,base.state_mx_gro,Ciudad Altamirano
Locality_296,11,base.state_mx_gto,Silao
Locality_297,11,base.state_mx_hgo,Santiago Tulantepec
Locality_298,11,base.state_mx_jal,Tlajomulco de Zúñiga
Locality_299,11,base.state_mx_mex,Villa Nicolás Romero
Locality_300,11,base.state_mx_mich,Zamora de Hidalgo
Locality_301,11,base.state_mx_nay,Ixtlán del Río
Locality_302,11,base.state_mx_nl,Doctor Arroyo
Locality_303,11,base.state_mx_oax,Santiago Suchilquitongo
Locality_304,11,base.state_mx_pue,Cuautlancingo
Locality_305,11,base.state_mx_sin,Choix
Locality_306,11,base.state_mx_slp,Tamuin
Locality_307,11,base.state_mx_son,Puerto Peñasco
Locality_308,11,base.state_mx_tab,Frontera
Locality_309,11,base.state_mx_tamps,Ciudad Victoria
Locality_310,11,base.state_mx_ver,Minatitlán
Locality_311,11,base.state_mx_zac,Nochistlán de Mejía
Locality_312,12,base.state_mx_bcs,Santa Rosalía
Locality_313,12,base.state_mx_coah,Castaños
Locality_314,12,base.state_mx_chih,José Mariano Jiménez
Locality_315,12,base.state_mx_chis,Tonalá
Locality_316,12,base.state_mx_df,Ciudad de México
Locality_317,12,base.state_mx_dgo,Santa María del Oro
Locality_318,12,base.state_mx_gro,Buenavista de Cuellar
Locality_319,12,base.state_mx_gto,Jerécuaro
Locality_320,12,base.state_mx_hgo,Ixmiquilpan
Locality_321,12,base.state_mx_jal,Tonalá
Locality_322,12,base.state_mx_mex,Tecamac de Felipe Villanueva
Locality_323,12,base.state_mx_mich,Heroica Zitácuaro
Locality_324,12,base.state_mx_nay,Bucerías
Locality_325,12,base.state_mx_nl,Ciénega de Flores
Locality_326,12,base.state_mx_oax,San Felipe Jalapa de Díaz
Locality_327,12,base.state_mx_pue,Tepeaca
Locality_328,12,base.state_mx_sin,Villa Unión
Locality_329,12,base.state_mx_slp,Tamasopo
Locality_330,12,base.state_mx_son,Heroica Ciudad de Cananea
Locality_331,12,base.state_mx_tab,Cunduacán
Locality_332,12,base.state_mx_tamps,González
Locality_333,12,base.state_mx_ver,Orizaba
Locality_334,12,base.state_mx_zac,Víctor Rosales
Locality_335,13,base.state_mx_coah,Francisco I. Madero (Chávez)
Locality_336,13,base.state_mx_chih,Manuel Ojinaga
Locality_337,13,base.state_mx_chis,Mapastepec
Locality_338,13,base.state_mx_df,Ciudad de México
Locality_339,13,base.state_mx_gro,Cutzamala de Pinzón
Locality_340,13,base.state_mx_gto,Santiago Maravatío
Locality_341,13,base.state_mx_hgo,Tepeji del Rio
Locality_342,13,base.state_mx_jal,Tuxpan
Locality_343,13,base.state_mx_mex,Tepotzotlán
Locality_344,13,base.state_mx_mich,Paracho de Verduzco
Locality_345,13,base.state_mx_nay,Las Varas
Locality_346,13,base.state_mx_nl,Hualahuises
Locality_347,13,base.state_mx_oax,Bahias de Huatulco
Locality_348,13,base.state_mx_pue,Tecamachalco
Locality_349,13,base.state_mx_sin,Sinaloa de Leyva
Locality_350,13,base.state_mx_slp,Ciudad del Maíz
Locality_351,13,base.state_mx_son,Sonoita
Locality_352,13,base.state_mx_tab,Huimanguillo
Locality_353,13,base.state_mx_tamps,Jaumave
Locality_354,13,base.state_mx_ver,Papantla de Olarte
Locality_355,13,base.state_mx_zac,Valparaíso
Locality_356,14,base.state_mx_coah,Cuatro Ciénegas de Carranza
Locality_357,14,base.state_mx_chih,Bachíniva
Locality_358,14,base.state_mx_chis,Las Rosas
Locality_359,14,base.state_mx_df,Ciudad de México
Locality_360,14,base.state_mx_gro,Coyuca de Catalán
Locality_361,14,base.state_mx_gto,Romita
Locality_362,14,base.state_mx_hgo,Cruz Azul
Locality_363,14,base.state_mx_jal,Tototlán
Locality_364,14,base.state_mx_mex,Tlalnepantla de Baz
Locality_365,14,base.state_mx_mich,Tangancícuaro de Arista
Locality_366,14,base.state_mx_nay,Xalisco
Locality_367,14,base.state_mx_oax,Putla Villa de Guerrero
Locality_368,14,base.state_mx_pue,Zacatlán
Locality_369,14,base.state_mx_sin,Mocorito
Locality_370,14,base.state_mx_slp,Cedral
Locality_371,14,base.state_mx_son,Magdalena de Kino
Locality_372,14,base.state_mx_tamps,Ciudad Gustavo Díaz Ordaz
Locality_373,14,base.state_mx_ver,Poza Rica de Hidalgo
Locality_374,14,base.state_mx_zac,Luis Moya
Locality_375,15,base.state_mx_coah,Nadadores
Locality_376,15,base.state_mx_chih,Saucillo
Locality_377,15,base.state_mx_chis,Chiapa de Corzo
Locality_378,15,base.state_mx_df,Ciudad de México
Locality_379,15,base.state_mx_gro,Tierra Colorada
Locality_380,15,base.state_mx_gto,Tarandacuao
Locality_381,15,base.state_mx_hgo,Tepeapulco
Locality_382,15,base.state_mx_jal,San Diego de Alejandría
Locality_383,15,base.state_mx_mex,Santa Maria Tultepec
Locality_384,15,base.state_mx_mich,Maravatío de Ocampo
Locality_385,15,base.state_mx_nay,San pedro Lagunillas
Locality_386,15,base.state_mx_nl,Cadereyta Jiménez
Locality_387,15,base.state_mx_oax,Cosolapa
Locality_388,15,base.state_mx_pue,Xicotepec
Locality_389,15,base.state_mx_sin,Angostura
Locality_390,15,base.state_mx_slp,Tierra Nueva
Locality_391,15,base.state_mx_tamps,Estación Manuel (Úrsulo Galván)
Locality_392,15,base.state_mx_ver,San Andrés Tuxtla
Locality_393,15,base.state_mx_zac,Moyahua de Estrada
Locality_394,16,base.state_mx_coah,Ramos Arizpe
Locality_395,16,base.state_mx_chis,Cacahoatán
Locality_396,16,base.state_mx_df,Ciudad de México
Locality_397,16,base.state_mx_gro,Coyuca de Benítez
Locality_398,16,base.state_mx_gto,Huanímaro
Locality_399,16,base.state_mx_jal,La Resolana
Locality_400,16,base.state_mx_mex,Tultitlán de Mariano Escobedo
Locality_401,16,base.state_mx_mich,Zinapécuaro de Figueroa
Locality_402,16,base.state_mx_nay,La peñita de Jaltemba
Locality_403,16,base.state_mx_oax,Tlacolula de Matamoros
Locality_404,16,base.state_mx_pue,Ciudad Serdán
Locality_405,16,base.state_mx_sin,San Blas
Locality_406,16,base.state_mx_slp,Villa de Reyes
Locality_407,16,base.state_mx_tamps,Xicoténcatl
Locality_408,16,base.state_mx_ver,Túxpam de Rodríguez Cano
Locality_409,16,base.state_mx_zac,Sombrerete
Locality_410,17,base.state_mx_coah,Nava
Locality_411,17,base.state_mx_chis,Ocozocoautla de Espinosa
Locality_412,17,base.state_mx_gro,Olinalá
Locality_413,17,base.state_mx_gto,Comonfort
Locality_414,17,base.state_mx_jal,Atotonilco el Alto
Locality_415,17,base.state_mx_mex,Cuautitlán
Locality_416,17,base.state_mx_mich,Puruándiro
Locality_417,17,base.state_mx_nay,Jala
Locality_418,17,base.state_mx_nl,Santiago
Locality_419,17,base.state_mx_oax,San Pablo Villa de Mitla
Locality_420,17,base.state_mx_pue,Amozoc
Locality_421,17,base.state_mx_sin,La Cruz
Locality_422,17,base.state_mx_slp,Fracción el Refugio
Locality_423,17,base.state_mx_tamps,Ciudad Miguel Alemán
Locality_424,17,base.state_mx_ver,Veracruz
Locality_425,17,base.state_mx_zac,Jalpa
Locality_426,18,base.state_mx_coah,Zaragoza
Locality_427,18,base.state_mx_chis,Cintalapa de Figueroa
Locality_428,18,base.state_mx_gro,Marquelia
Locality_429,18,base.state_mx_gto,Uriangato
Locality_430,18,base.state_mx_jal,Jalostotitlán
Locality_431,18,base.state_mx_mex,Ixtapaluca
Locality_432,18,base.state_mx_mich,Yurécuaro
Locality_433,18,base.state_mx_nay,Ahuacatlán
Locality_434,18,base.state_mx_nl,El cercado
Locality_435,18,base.state_mx_oax,Natividad
Locality_436,18,base.state_mx_sin,El rosario
Locality_437,18,base.state_mx_slp,Tamazunchale
Locality_438,18,base.state_mx_tamps,Soto la Marina
Locality_439,18,base.state_mx_ver,Tierra Blanca
Locality_440,18,base.state_mx_zac,Loreto
Locality_441,19,base.state_mx_coah,San Buenaventura
Locality_442,19,base.state_mx_chis,Pichucalco
Locality_443,19,base.state_mx_gro,Zumpango del Río
Locality_444,19,base.state_mx_gto,Pénjamo
Locality_445,19,base.state_mx_jal,Poncitlán
Locality_446,19,base.state_mx_mex,Texcoco de Mora
Locality_447,19,base.state_mx_mich,Huetamo de Núñez
Locality_448,19,base.state_mx_oax,Teotitlán de Flores Magón
Locality_449,19,base.state_mx_sin,Estación Naranjo
Locality_450,19,base.state_mx_slp,Santa María del Río
Locality_451,19,base.state_mx_tamps,Ciudad Tula
Locality_452,19,base.state_mx_ver,Cosamaloapan
Locality_453,19,base.state_mx_zac,Juan Aldama
Locality_454,20,base.state_mx_coah,Ciudad Melchor Múzquiz
Locality_455,20,base.state_mx_chis,Puerto Madero (San Benito)
Locality_456,20,base.state_mx_gro,San Luis de la Loma
Locality_457,20,base.state_mx_gto,Cuerámaro
Locality_458,20,base.state_mx_jal,Arandas
Locality_459,20,base.state_mx_mex,Toluca de Lerdo
Locality_460,20,base.state_mx_mich,Tacámbaro de Codallos
Locality_461,20,base.state_mx_nl,Anáhuac
Locality_462,20,base.state_mx_oax,Santa María Huatulco
Locality_463,20,base.state_mx_sin,Aguaruto
Locality_464,20,base.state_mx_slp,El Naranjo
Locality_465,20,base.state_mx_tamps,Nueva Ciudad Guerrero
Locality_466,20,base.state_mx_ver,Carlos A. Carrillo
Locality_467,21,base.state_mx_coah,Viesca
Locality_468,21,base.state_mx_chis,Pijijiapan
Locality_469,21,base.state_mx_gro,Petatlán
Locality_470,21,base.state_mx_gto,Empalme Escobedo (Escobedo)
Locality_471,21,base.state_mx_jal,Talpa de Allende
Locality_472,21,base.state_mx_mex,Valle de Chalco Solidaridad
Locality_473,21,base.state_mx_mich,Ciudad Lázaro Cárdenas
Locality_474,21,base.state_mx_nl,García
Locality_475,21,base.state_mx_oax,San Juan Bautista Cuicatlán
Locality_476,21,base.state_mx_sin,Cosalá
Locality_477,21,base.state_mx_tamps,Valle Hermoso
Locality_478,21,base.state_mx_ver,Pánuco
Locality_479,22,base.state_mx_coah,Morelos
Locality_480,22,base.state_mx_chis,Reforma
Locality_481,22,base.state_mx_gro,La Unión
Locality_482,22,base.state_mx_gto,San Luis de la Paz
Locality_483,22,base.state_mx_jal,Etzatlán
Locality_484,22,base.state_mx_mex,Tejupilco de Hidalgo
Locality_485,22,base.state_mx_mich,Las Guacamayas
Locality_486,22,base.state_mx_nl,Ciudad Benito Juárez
Locality_487,22,base.state_mx_oax,Villa Sola de Vega
Locality_488,22,base.state_mx_sin,San Ignacio
Locality_489,22,base.state_mx_ver,Tampico Alto
Locality_490,23,base.state_mx_coah,Arteaga
Locality_491,23,base.state_mx_chis,Huixtla
Locality_492,23,base.state_mx_gro,San Luis San Pedro
Locality_493,23,base.state_mx_gto,Valle de Santiago
Locality_494,23,base.state_mx_jal,Sayula
Locality_495,23,base.state_mx_mex,Chalco de Díaz Covarrubias
Locality_496,23,base.state_mx_mich,Jiquilpan de Juárez
Locality_497,23,base.state_mx_oax,Ocotlán de Morelos
Locality_498,23,base.state_mx_sin,Topolobampo
Locality_499,23,base.state_mx_ver,Tempoal de Sánchez
Locality_500,24,base.state_mx_coah,Allende
Locality_501,24,base.state_mx_chis,Motozintla de Mendoza
Locality_502,24,base.state_mx_gro,Teloloapan
Locality_503,24,base.state_mx_gto,Abasolo
Locality_504,24,base.state_mx_jal,Ahualulco de Mercado
Locality_505,24,base.state_mx_mex,Amatepec
Locality_506,24,base.state_mx_mich,Tuxpan
Locality_507,24,base.state_mx_oax,Villa de Zaachila
Locality_508,24,base.state_mx_sin,Lic. Benito Juárez (Campo Gobierno)
Locality_509,24,base.state_mx_ver,Tantoyuca
Locality_510,25,base.state_mx_chis,Acala
Locality_511,25,base.state_mx_gro,Técpan de Galeana
Locality_512,25,base.state_mx_gto,Rincón de Tamayo
Locality_513,25,base.state_mx_jal,Autlán de Navarro
