"id","code","name","start_date","end_date","simbol","bandera"
"waybill_unidad_peso_Q29","Q29","Microgramo por hectogramo","2021-06-01",,"µg/hg","Masa"
"waybill_unidad_peso_MTQ","MTQ","Metro cúbico","2021-06-01",,"m³","Volumen"
"waybill_unidad_peso_MAL","MAL","Megalitro","2021-06-01",,"Ml","Volumen"
"waybill_unidad_peso_LTR","LTR","Litro","2021-06-01",,"l","Volumen"
"waybill_unidad_peso_MMQ","MMQ","Milímetro cúbico","2021-06-01",,"mm³","Volumen"
"waybill_unidad_peso_CMQ","CMQ","Centímetro cúbico","2021-06-01",,"cm³","Volumen"
"waybill_unidad_peso_DMQ","DMQ","Decímetro cúbico","2021-06-01",,"dm³","Volumen"
"waybill_unidad_peso_MLT","MLT","Mililitro","2021-06-01",,"ml","Volumen"
"waybill_unidad_peso_HLT","HLT","Hectolitro","2021-06-01",,"hl","Volumen"
"waybill_unidad_peso_CLT","CLT","Centilitro","2021-06-01",,"cl","Volumen"
"waybill_unidad_peso_DMA","DMA","Decámetro cúbico","2021-06-01",,"dam³","Volumen"
"waybill_unidad_peso_H19","H19","Hectómetro cúbico","2021-06-01",,"hm³","Volumen"
"waybill_unidad_peso_H20","H20","Kilómetro cúbico","2021-06-01",,"km³","Volumen"
"waybill_unidad_peso_M71","M71","Metro cúbico por pascal (joules)","2021-06-01",,"m³/Pa","Volumen"
"waybill_unidad_peso_DLT","DLT","Decilitro","2021-06-01",,"dl","Volumen"
"waybill_unidad_peso_4G","4G","Microlitro","2021-06-01",,"µl","Volumen"
"waybill_unidad_peso_K6","K6","Kilolitro","2021-06-01",,"kl","Volumen"
"waybill_unidad_peso_A44","A44","Decalitro","2021-06-01",,"dal","Volumen"
"waybill_unidad_peso_G94","G94","Centímetro cúbico por bar","2021-06-01",,"cm³/bar","Volumen"
"waybill_unidad_peso_G95","G95","Litro por bar","2021-06-01",,"l/bar","Volumen"
"waybill_unidad_peso_G96","G96","Metro cúbico por bar","2021-06-01",,"m³/bar","Volumen"
"waybill_unidad_peso_G97","G97","Mililitro por bar ","2021-06-01",,"ml/bar","Volumen"
"waybill_unidad_peso_5I","5I","Pies cúbicos estándar","2021-06-01",,"Std","Volumen"
"waybill_unidad_peso_INQ","INQ","Pulgada cúbica","2021-06-01",,"in³","Volumen"
"waybill_unidad_peso_FTQ","FTQ","Pie cúbico","2021-06-01",,"ft³","Volumen"
"waybill_unidad_peso_YDQ","YDQ","Yarda cúbica","2021-06-01",,"yd³","Volumen"
"waybill_unidad_peso_GLI","GLI","Galón (UK)","2021-06-01",,"gal (UK)","Volumen"
"waybill_unidad_peso_GLL","GLL","Galón (EUA)","2021-06-01",,"gal (US)","Volumen"
"waybill_unidad_peso_PT","PT","Pinta (US)","2021-06-01",,"Pt (US)","Volumen"
"waybill_unidad_peso_PTI","PTI","Pint (uk)","2021-06-01",,"pt (UK)","Volumen"
"waybill_unidad_peso_QTI","QTI","Cuarto (UK)","2021-06-01",,"qt (UK)","Volumen"
"waybill_unidad_peso_PTL","PTL","Pinta líquida (estados unidos)","2021-06-01",,"liq pt (US)","Volumen"
"waybill_unidad_peso_QTL","QTL","Cuarto de líquido (estadis unidos)","2021-06-01",,"liq qt (US)","Volumen"
"waybill_unidad_peso_PTD","PTD","Pinta seca (estados unidos)","2021-06-01",,"dry pt (US)","Volumen"
"waybill_unidad_peso_OZI","OZI","Onza líquida (UK)","2021-06-01",,"fl oz (UK)","Volumen"
"waybill_unidad_peso_QT","QT","Cuarto (EUA)","2021-06-01",,"Qt (US)","Volumen"
"waybill_unidad_peso_J57","J57","Barril (uk petróleo)","2021-06-01",,"bbl (UK liq.)","Volumen"
"waybill_unidad_peso_K21","K21","Pie cúbico por grado fahrenheit","2021-06-01",,"ft³/°F","Volumen"
"waybill_unidad_peso_K23","K23","Pie cúbico por psi (libra por pulgada cuadrada)","2021-06-01",,"ft³/psi","Volumen"
"waybill_unidad_peso_L43","L43","Peck (UK)","2021-06-01",,"pk (UK)","Volumen"
"waybill_unidad_peso_L61","L61","Pinta (US seco)","2021-06-01",,"Pt (US seco)","Volumen"
"waybill_unidad_peso_L62","L62","Cuarto de galón (seco de los EUA)","2021-06-01",,"Qt (US seco)","Volumen"
"waybill_unidad_peso_L84","L84","Tonelada (flota UK)","2021-06-01",,"British shipping ton","Volumen"
"waybill_unidad_peso_L86","L86","Tonelada (flota estados unidos)","2021-06-01",,"(US) shipping ton","Volumen"
"waybill_unidad_peso_M11","M11","Yarda cúbica por grado fahrenheit","2021-06-01",,"yd³/°F","Volumen"
"waybill_unidad_peso_M14","M14","Yarda cúbica por psi (libra por pulgada cuadrada)","2021-06-01",,"yd³/psi","Volumen"
"waybill_unidad_peso_OZA","OZA","Onza líquida (estados unidos)","2021-06-01",,"fl oz (US)","Volumen"
"waybill_unidad_peso_BUI","BUI","Bushel (UK)","2021-06-01",,"bushel (UK)","Volumen"
"waybill_unidad_peso_BUA","BUA","Bushel (EUA)","2021-06-01",,"bu (US)","Volumen"
"waybill_unidad_peso_BLL","BLL","Barril (EUA)","2021-06-01",,"barrel (US)","Volumen"
"waybill_unidad_peso_BLD","BLD","Barril seco (EUA)","2021-06-01",,"bbl (US)","Volumen"
"waybill_unidad_peso_GLD","GLD","Galón seco (EUA)","2021-06-01",,"dry gal (US)","Volumen"
"waybill_unidad_peso_QTD","QTD","Cuarto seco (estados unidos)","2021-06-01",,"dry qt (US)","Volumen"
"waybill_unidad_peso_G26","G26","Estere","2021-06-01",,"st","Volumen"
"waybill_unidad_peso_G21","G21","Taza (unidad de volumen)","2021-06-01",,"cup (US)","Volumen"
"waybill_unidad_peso_G24","G24","Cucharada (estados unidos)","2021-06-01",,"tablespoon (US)","Volumen"
"waybill_unidad_peso_G25","G25","Cucharilla (estados unidos)","2021-06-01",,"teaspoon (US)","Volumen"
"waybill_unidad_peso_G23","G23","Peck","2021-06-01",,"pk (US)","Volumen"
"waybill_unidad_peso_M67","M67","Acre-pie","2021-06-01",,"acre-ft (US survey)","Volumen"
"waybill_unidad_peso_M68","M68","Cordón","2021-06-01",,"cord","Volumen"
"waybill_unidad_peso_M69","M69","Milla cúbica (reino unido)","2021-06-01",,"mi³","Volumen"
"waybill_unidad_peso_M70","M70","Unidad tradicional de capacidad de carga","2021-06-01",,"RT","Volumen"
"waybill_unidad_peso_Q32","Q32","Femtolitro","2021-06-01",,"fl","Volumen"
"waybill_unidad_peso_Q33","Q33","Picolitro","2021-06-01",,"pl","Volumen"
"waybill_unidad_peso_Q34","Q34","Nanolitro","2021-06-01",,"nl","Volumen"
"waybill_unidad_peso_NM3","NM3","Metro cúbico normalizado","2021-06-01",,,"Volumen"
"waybill_unidad_peso_SM3","SM3","Metro cúbico estándar","2021-06-01",,,"Volumen"
