id,code,name,start_date
waybill_producto_stcc_370,3441,Productos metalicos estructurales fabricados,2021-06-01
waybill_producto_stcc_371,34411,Hierro o acero estructural fabricado,2021-06-01
waybill_producto_stcc_372,345,"Pernos, tuercas, tornillos, remaches",2021-06-01
waybill_producto_stcc_373,346,Estampado de metal,2021-06-01
waybill_producto_stcc_374,348,Productos diversos de alambre fabricado,2021-06-01
waybill_producto_stcc_375,349,Productos metalicos diversos,2021-06-01
waybill_producto_stcc_376,3491,Contenedores de transporte metalicos,2021-06-01
waybill_producto_stcc_377,3494,Valvulas y accesorios de tuberia,2021-06-01
waybill_producto_stcc_378,35,"Maquinaria, excepto electrica",2021-06-01
waybill_producto_stcc_379,351,Motores y turbinas,2021-06-01
waybill_producto_stcc_380,352,Maquinaria y equipo agricola,2021-06-01
waybill_producto_stcc_381,3524,Tractores y equipos de jardin,2021-06-01
waybill_producto_stcc_382,353,"Construccion, mineria y materiales hndlng",2021-06-01
waybill_producto_stcc_383,3531,Maquinaria y equipo de construccion,2021-06-01
waybill_producto_stcc_384,3532,Maquinaria y equipo para mineria,2021-06-01
waybill_producto_stcc_385,3533,Maquinaria y equipo para campos petroleros,2021-06-01
waybill_producto_stcc_386,3537,Camiones y tractores industriales,2021-06-01
waybill_producto_stcc_387,354,Maquinaria y equipo para metalurgia,2021-06-01
waybill_producto_stcc_388,355,Maquinaria industrial especial,2021-06-01
waybill_producto_stcc_389,356,Maquinaria industrial general,2021-06-01
waybill_producto_stcc_390,357,Equipo de oficina e informatica,2021-06-01
waybill_producto_stcc_391,358,Maquinas de la industria de servicios,2021-06-01
waybill_producto_stcc_392,359,"Maquinaria no electrica, nec",2021-06-01
waybill_producto_stcc_393,36,"Maquina electrica, equipo y alimentacion",2021-06-01
waybill_producto_stcc_394,361,Equipo de transmision y distribucion electrica,2021-06-01
waybill_producto_stcc_395,362,Aparatos industriales electricos,2021-06-01
waybill_producto_stcc_396,363,Electrodomesticos,2021-06-01
waybill_producto_stcc_397,3631,Equipo de cocina para el hogar,2021-06-01
