id,code,name,start_date
waybill_tipo_servicio_00,TS01,Carros Ferroviarios,2021-06-01
waybill_tipo_servicio_01,TS02,Carros Ferroviarios intermodal,2021-06-01
waybill_tipo_servicio_02,TS03,Tren unitario de carros ferroviarios,2021-06-01
waybill_tipo_servicio_03,TS04,Tren unitario Intermodal,2021-06-01
