"id","code","name","class_div","danger_sec","start_date"
"waybill_materiales_peligrosos_600","1301","ACETATO DE VINILO ESTABILIZADO",3,,2021-12-01
"waybill_materiales_peligrosos_601","1302","VINIL ETIL ETER ESTABILIZADO",3,,2021-12-01
"waybill_materiales_peligrosos_602","1303","CLORURO DE VINILIDENO ESTABILIZADO",3,,2021-12-01
"waybill_materiales_peligrosos_603","1304","VINIL ISOBUTIL ETER ESTABILIZADO",3,,2021-12-01
"waybill_materiales_peligrosos_604","1305","VINILTRICLOROSILANO",3,8,2021-12-01
"waybill_materiales_peligrosos_605","1306","PRODUCTOS LÍQUIDOS PARA LA CONSERVACIÓN 
DE LA MADERA",3,,2021-12-01
"waybill_materiales_peligrosos_606","1307","XILENOS",3,,2021-12-01
"waybill_materiales_peligrosos_607","1308","CIRCONIO EN SUSPENSION EN UN LIQUIDO INFLAMABLE",3,,2021-12-01
"waybill_materiales_peligrosos_608","1309","ALUMINIO EN POLVO, RECUBIERTO",4.1,,2021-12-01
"waybill_materiales_peligrosos_609","1310","PICRATO AMONICO HUMEDECIDO con un mínimo de 10%, en masa, de agua",4.1,,2021-12-01
"waybill_materiales_peligrosos_610","1312","BORNEOL",4.1,,2021-12-01
"waybill_materiales_peligrosos_611","1313","RESINATO DE CALCIO",4.1,,2021-12-01
"waybill_materiales_peligrosos_612","1314","RESINATO DE CALCIO FUNDIDO",4.1,,2021-12-01
"waybill_materiales_peligrosos_613","1318","RESINATO DE COBALTO, PRECIPITADO",4.1,,2021-12-01
"waybill_materiales_peligrosos_614","1320","DINITROFENOL HUMEDECIDO con un mínimo de 15%, en masa, de agua",4.1,6.1,2021-12-01
"waybill_materiales_peligrosos_615","1321","DINITROFENOLATOS HUMEDECIDOS con no menos de 15%, en masa, de agua",4.1,6.1,2021-12-01
"waybill_materiales_peligrosos_616","1322","DINITRORRESORCINOL (DINITRORRESORCINA) HUMEDECIDO con un mínimo de 15%, en masa, de agua",4.1,,2021-12-01
"waybill_materiales_peligrosos_617","1323","FERROCERIO",4.1,,2021-12-01
"waybill_materiales_peligrosos_618","1324","PELICULAS DE SOPORTE NITROCELULOSICO revestido de gelatina, con exclusión de los desechos",4.1,,2021-12-01
"waybill_materiales_peligrosos_619","1325","SOLIDO INFLAMABLE ORGANICO, N.E.P.",4.1,,2021-12-01
"waybill_materiales_peligrosos_620","1326","HAFNIO EN POLVO HUMEDECIDO con un mínimo de 25% de agua (debe haber un exceso visible de agua): a) producido mecánicamente, en partículas de menos de 53 micrones; b) producido químicamente, en partículas de menos de 840 micrones",4.1,,2021-12-01
"waybill_materiales_peligrosos_621","1327","HENO, PAJA o RASTROJO húmeda, mojada o contaminados con aceite.",4.1,,2021-12-01
"waybill_materiales_peligrosos_622","1328","HEXAMETILENOTETRAMINA",4.1,,2021-12-01
"waybill_materiales_peligrosos_623","1330","RESINATO DE MANGANESO",4.1,,2021-12-01
"waybill_materiales_peligrosos_624","1331","FOSFOROS DISTINTOS DE LOS DE SEGURIDAD",4.1,,2021-12-01
"waybill_materiales_peligrosos_625","1332","METALDEHIDO",4.1,,2021-12-01
"waybill_materiales_peligrosos_626","1333","CERIO, en placas, lingotes o barras",4.1,,2021-12-01
"waybill_materiales_peligrosos_627","1334","NAFTALENO BRUTO o NAFTALENO REFINADO",4.1,,2021-12-01
"waybill_materiales_peligrosos_628","1336","NITROGUANIDINA (PICRITA) HUMEDECIDA con no menos de 20%, en masa, de agua",4.1,,2021-12-01
"waybill_materiales_peligrosos_629","1337","NITROALMIDON HUMEDECIDO con no menos de 20%, en masa, de agua",4.1,,2021-12-01
"waybill_materiales_peligrosos_630","1338","FOSFORO AMORFO",4.1,,2021-12-01
"waybill_materiales_peligrosos_631","1339","HEPTASULFURO DE FOSFORO, que no contenga fósforo blanco o amarillo",4.1,,2021-12-01
"waybill_materiales_peligrosos_632","1340","PENTASULFURO DE FOSFORO, que no contenga fósforo blanco o amarillo",4.3,4.1,2021-12-01
"waybill_materiales_peligrosos_633","1341","SESQUISULFURO DE FOSFORO, que no contenga fósforo blanco o amarillo",4.1,,2021-12-01
"waybill_materiales_peligrosos_634","1343","TRISULFURO DE FOSFORO, que no contenga fósforo blanco o amarillo",4.1,,2021-12-01
"waybill_materiales_peligrosos_635","1344","TRINITROFENOL HUMEDECIDO con no menos de 30%, en masa, de agua",4.1,,2021-12-01
"waybill_materiales_peligrosos_636","1345","DESECHOS DE CAUCHO o RECORTES DE CAUCHO, en polvo o en gránulos de 840 micrones como máximo, y que contienen más de 45% de caucho",4.1,,2021-12-01
"waybill_materiales_peligrosos_637","1346","SILICIO EN POLVO, AMORFO",4.1,,2021-12-01
"waybill_materiales_peligrosos_638","1347","PICRATO DE PLATA HUMEDECIDO con no menos de 30%, en masa, de agua",4.1,,2021-12-01
"waybill_materiales_peligrosos_639","1348","DINITRO-o-CRESOLATO DE SODIO HUMEDECIDO con no menos de 15%, en masa, de agua",4.1,6.1,2021-12-01
"waybill_materiales_peligrosos_640","1349","PICRAMATO DE SODIO HUMEDECIDO con no menos de 20%, en masa, de agua",4.1,,2021-12-01
"waybill_materiales_peligrosos_641","1350","AZUFRE",4.1,,2021-12-01
"waybill_materiales_peligrosos_642","1352","TITANIO EN POLVO HUMEDECIDO con no menos de 25% de agua (debe haber un exceso visible de agua): a) producido mecánicamente, en partículas de menos de 53 micrones; b) producido químicamente, en partículas de menos de 840 micrones",4.1,,2021-12-01
"waybill_materiales_peligrosos_643","1353","FIBRAS o TEJIDOS IMPREGNADOS DE NITROCELULOSA POCO NITRADA N.E.P.",4.1,,2021-12-01
"waybill_materiales_peligrosos_644","1354","TRINITROBENCENO HUMEDECIDO con no menos de 30%, en masa, de agua",4.1,,2021-12-01
"waybill_materiales_peligrosos_645","1355","ACIDO TRINITROBENZOICO HUMEDECIDO con no menos de 30%, en masa, de agua",4.1,,2021-12-01
"waybill_materiales_peligrosos_646","1356","TRINITROTOLUENO (TNT) HUMEDECIDO con no menos de 30%, en masa, de agua",4.1,,2021-12-01
"waybill_materiales_peligrosos_647","1357","NITRATO DE UREA HUMEDECIDO con no menos de 20%, en masa, de agua",4.1,,2021-12-01
"waybill_materiales_peligrosos_648","1358","CIRCONIO EN POLVO, HUMEDECIDO con no menos de 25% de agua (debe haber un exceso visible de agua): a) producido mecánicamente, en partículas de menos de 53 micrones; b) producido químicamente, en partículas de menos de 840 micrones",4.1,,2021-12-01
"waybill_materiales_peligrosos_649","1360","FOSFURO DE CALCIO",4.3,6.1,2021-12-01
"waybill_materiales_peligrosos_650","1361","CARBON animal o vegetal",4.2,,2021-12-01
"waybill_materiales_peligrosos_651","1362","CARBON ACTIVADO",4.2,,2021-12-01
"waybill_materiales_peligrosos_652","1363","COPRA",4.2,,2021-12-01
"waybill_materiales_peligrosos_653","1364","DESECHOS DE ACEITE DE ALGODÓN",4.2,,2021-12-01
"waybill_materiales_peligrosos_654","1365","ALGODÓN HUMEDO",4.2,,2021-12-01
"waybill_materiales_peligrosos_655","1369","p-NITROSODIMETILANILINA",4.2,,2021-12-01
"waybill_materiales_peligrosos_656","1372","FIBRAS DE ORIGEN ANIMAL o FIBRAS DE ORIGEN VEGETAL quemadas, húmedas o mojadas",4.2,,2021-12-01
"waybill_materiales_peligrosos_657","1373","FIBRAS o TEJIDOS DE ORIGEN ANIMAL o VEGETAL o SINTETICOS, N.E.P., impregnados de aceite",4.2,,2021-12-01
"waybill_materiales_peligrosos_658","1374","HARINA DE PESCADO (DESECHOS DE PESCADO) NO ESTABILIZADA",4.2,,2021-12-01
"waybill_materiales_peligrosos_659","1376","OXIDO DE HIERRO AGOTADO o HIERRO ESPONJOSO AGOTADO procedentes de la purificación de gas de hulla",4.2,,2021-12-01
"waybill_materiales_peligrosos_660","1378","CATALIZADOR DE METAL HUMEDECIDO con un exceso visible de líquido",4.2,,2021-12-01
"waybill_materiales_peligrosos_661","1379","PAPEL TRATADO CON ACEITES NO SATURADOS, no seco (incluso el papel carbón)",4.2,,2021-12-01
"waybill_materiales_peligrosos_662","1380","PENTABORANO",4.2,6.1,2021-12-01
"waybill_materiales_peligrosos_663","1381","FOSFORO BLANCO o AMARILLO, SECO o BAJO AGUA o EN SOLUCION",4.2,6.1,2021-12-01
"waybill_materiales_peligrosos_664","1382","SULFURO DE POTASIO ANHIDRO o SULFURO POTASICO con menos de 30% de agua de cristalización",4.2,,2021-12-01
"waybill_materiales_peligrosos_665","1383","METAL  PIROFÓRICO,   N.E.P..,  o ALEACIÓN PIROFÓRICA, N.E.P.",4.2,,2021-12-01
"waybill_materiales_peligrosos_666","1384","DITIONITO DE SODIO (hidrosulfito de sodio)",4.2,,2021-12-01
"waybill_materiales_peligrosos_667","1385","SULFURO SÓDICO ANHIDRO o SULFURO SÓDICO con menos del  30% de agua de cristalización.",4.2,,2021-12-01
"waybill_materiales_peligrosos_668","1386","TORTA OLEAGINOSA con más de 1,5% de aceite y un máximo de 11% de humedad",4.2,,2021-12-01
"waybill_materiales_peligrosos_669","1387","DESECHOS DE LANA, HUMEDOS",4.2,,2021-12-01
"waybill_materiales_peligrosos_670","1389","METAL ALCALINO, AMALGAMAS DE",4.3,,2021-12-01
"waybill_materiales_peligrosos_671","1390","AMIDAS DE METALES ALCALINOS",4.3,,2021-12-01
"waybill_materiales_peligrosos_672","1391","METALES ALCALINOS, DISPERSIÓN DE, o METALES ALCALINOTERREOS, DISPERSIÓN DE",4.3,,2021-12-01
"waybill_materiales_peligrosos_673","1392","METALES ALCALINOTERREOS, AMALGAMA DE",4.3,,2021-12-01
"waybill_materiales_peligrosos_674","1393","METALES  ALCALINOTERREOS, ALEACIÓN DE, N.E.P.",4.3,,2021-12-01
"waybill_materiales_peligrosos_675","1394","CARBURO ALUMINICO",4.3,,2021-12-01
"waybill_materiales_peligrosos_676","1395","ALUMINIO FERROSILICIO EN POLVO",4.3,6.1,2021-12-01
"waybill_materiales_peligrosos_677","1396","ALUMINIO EN POLVO, NO RECUBIERTO",4.3,,2021-12-01
"waybill_materiales_peligrosos_678","1397","FOSFURO DE ALUMINIO",4.3,6.1,2021-12-01
"waybill_materiales_peligrosos_679","1398","ALUMINIO SILICIO EN POLVO, NO RECUBIERTO",4.3,,2021-12-01
"waybill_materiales_peligrosos_680","1400","BARIO",4.3,,2021-12-01
"waybill_materiales_peligrosos_681","1401","CALCIO",4.3,,2021-12-01
"waybill_materiales_peligrosos_682","1402","CARBURO CALCICO",4.3,,2021-12-01
"waybill_materiales_peligrosos_683","1403","CIANAMIDA DE CALCIO con más de 0,1% de carburo de calcio",4.3,,2021-12-01
"waybill_materiales_peligrosos_684","1404","HIDRURO DE CALCIO",4.3,,2021-12-01
"waybill_materiales_peligrosos_685","1405","SILICATO DE CALCIO",4.3,,2021-12-01
"waybill_materiales_peligrosos_686","1407","CESIO",4.3,,2021-12-01
"waybill_materiales_peligrosos_687","1408","FERROSILICIO con el 30% o más pero menos de 90% de silicio",4.3,6.1,2021-12-01
"waybill_materiales_peligrosos_688","1409","HIDRUROS METALICOS QUE REACCIONAN CON EL AGUA, N.E.P.",4.3,,2021-12-01
"waybill_materiales_peligrosos_689","1410","HIDRURO DE LITIO Y ALUMINIO",4.3,,2021-12-01
"waybill_materiales_peligrosos_690","1411","HIDRURO ETEREO DE LITIO Y ALUMINIO",4.3,3,2021-12-01
"waybill_materiales_peligrosos_691","1413","BOROHIDRURO DE LITIO",4.3,,2021-12-01
"waybill_materiales_peligrosos_692","1414","HIDRURO DE LITIO",4.3,,2021-12-01
"waybill_materiales_peligrosos_693","1415","LITIO",4.3,,2021-12-01
"waybill_materiales_peligrosos_694","1417","SILICATO DE LITIO (LIITIOSILICIO)",4.3,,2021-12-01
"waybill_materiales_peligrosos_695","1418","MAGNESIO EN POLVO o ALEACIONES DE MAGNESIO EN POLVO",4.3,4.2,2021-12-01
"waybill_materiales_peligrosos_696","1419","FOSFURO DE MAGNESIO Y ALUMINIO",4.3,6.1,2021-12-01
"waybill_materiales_peligrosos_697","1420","POTASIO METALICO, ALEACIONES LIQUIDAS DE",4.3,,2021-12-01
"waybill_materiales_peligrosos_698","1421","METALES ALCALINOS, ALEACION LIQUIDA DE  N.E.P.",4.3,,2021-12-01
"waybill_materiales_peligrosos_699","1422","POTASIO Y SODIO, ALEACIONES DE",4.3,,2021-12-01
"waybill_materiales_peligrosos_700","1423","RUBIDIO",4.3,,2021-12-01
"waybill_materiales_peligrosos_701","1426","BOROHIDRURO DE SODIO",4.3,,2021-12-01
"waybill_materiales_peligrosos_702","1427","HIDRURO DE SODIO",4.3,,2021-12-01
"waybill_materiales_peligrosos_703","1428","SODIO",4.3,,2021-12-01
"waybill_materiales_peligrosos_704","1431","METILATO DE SODIO",4.2,8,2021-12-01
"waybill_materiales_peligrosos_705","1432","FOSFURO DE SODIO",4.3,6.1,2021-12-01
"waybill_materiales_peligrosos_706","1433","FOSFUROS ESTANICOS",4.3,6.1,2021-12-01
"waybill_materiales_peligrosos_707","1435","ZINC, CENIZAS DE",4.3,,2021-12-01
"waybill_materiales_peligrosos_708","1436","ZINC EN POLVO",4.3,4.2,2021-12-01
"waybill_materiales_peligrosos_709","1437","HIDRURO DE CIRCONIO",4.1,,2021-12-01
"waybill_materiales_peligrosos_710","1438","NITRATO DE ALUMINIO",5.1,,2021-12-01
"waybill_materiales_peligrosos_711","1439","DICROMATO DE AMONIO",5.1,,2021-12-01
"waybill_materiales_peligrosos_712","1442","PERCLORATO DE AMONIO",5.1,,2021-12-01
"waybill_materiales_peligrosos_713","1444","PERSULFATO DE AMONIO",5.1,,2021-12-01
"waybill_materiales_peligrosos_714","1445","CLORATO DE BARIO",5.1,6.1,2021-12-01
"waybill_materiales_peligrosos_715","1446","NITRATO DE BARIO",5.1,6.1,2021-12-01
"waybill_materiales_peligrosos_716","1447","PERCLORATO DE BARIO",5.1,6.1,2021-12-01
"waybill_materiales_peligrosos_717","1448","PERMANGANATO DE BARIO",5.1,6.1,2021-12-01
"waybill_materiales_peligrosos_718","1449","PEROXIDO DE BARIO",5.1,6.1,2021-12-01
"waybill_materiales_peligrosos_719","1450","BROMATOS INORGANICOS, N.E.P.",5.1,,2021-12-01
"waybill_materiales_peligrosos_720","1451","NITRATO DE CESIO",5.1,,2021-12-01
"waybill_materiales_peligrosos_721","1452","CLORATO DE CALCIO",5.1,,2021-12-01
"waybill_materiales_peligrosos_722","1453","CLORITO DE CALCIO",5.1,,2021-12-01
"waybill_materiales_peligrosos_723","1454","NITRATO DE CALCIO",5.1,,2021-12-01
"waybill_materiales_peligrosos_724","1455","PERCLORATO DE CALCIO",5.1,,2021-12-01
"waybill_materiales_peligrosos_725","1456","PERMANGANATO DE CALCIO",5.1,,2021-12-01
"waybill_materiales_peligrosos_726","1457","PEROXIDO DE CALCIO",5.1,,2021-12-01
"waybill_materiales_peligrosos_727","1458","CLORATO Y BORATO, MEZCLA DE",5.1,,2021-12-01
"waybill_materiales_peligrosos_728","1459","CLORATO Y CLORURO DE MAGNESIO, MEZCLA DE",5.1,,2021-12-01
"waybill_materiales_peligrosos_729","1461","CLORATOS INORGANICOS, N.E.P.",5.1,,2021-12-01
"waybill_materiales_peligrosos_730","1462","CLORITOS INORGANICOS, N.E.O.N.",5.1,,2021-12-01
"waybill_materiales_peligrosos_731","1463","TRIOXIDO DE CROMO ANHIDRO",5.1,8,2021-12-01
"waybill_materiales_peligrosos_732","1465","NITRATO DE DIDIMIO",5.1,,2021-12-01
"waybill_materiales_peligrosos_733","1466","NITRATO FERRICO",5.1,,2021-12-01
"waybill_materiales_peligrosos_734","1467","NITRATO DE GUANIDINA",5.1,,2021-12-01
"waybill_materiales_peligrosos_735","1469","NITRATO DE PLOMO II",5.1,6.1,2021-12-01
"waybill_materiales_peligrosos_736","1470","PERCLORATO DE PLOMO",5.1,6.1,2021-12-01
"waybill_materiales_peligrosos_737","1471","HIPOCLORITO DE LITIO, SECO, o MEZCLA DE HIPOCLORITO DE LITIO",5.1,,2021-12-01
"waybill_materiales_peligrosos_738","1472","PEROXIDO DE LITIO",5.1,,2021-12-01
"waybill_materiales_peligrosos_739","1473","BROMATO DE MAGNESIO",5.1,,2021-12-01
"waybill_materiales_peligrosos_740","1474","NITRATO DE MAGNESIO",5.1,,2021-12-01
"waybill_materiales_peligrosos_741","1475","PERCLORATO DE MAGNESIO",5.1,,2021-12-01
"waybill_materiales_peligrosos_742","1476","PEROXIDO DE MAGNESIO",5.1,,2021-12-01
"waybill_materiales_peligrosos_743","1477","NITRATOS INORGANICOS, N.E.P.",5.1,,2021-12-01
"waybill_materiales_peligrosos_744","1479","SOLIDO COMBURENTE, N.E.P.",5.1,,2021-12-01
"waybill_materiales_peligrosos_745","1481","PERCLORATOS INORGANICOS, N.E.P.",5.1,,2021-12-01
"waybill_materiales_peligrosos_746","1482","PERMANGANATOS INORGANICOS, N.E.P.",5.1,,2021-12-01
"waybill_materiales_peligrosos_747","1483","PERÓXIDOS INORGÁNICOS, N.E.P.",5.1,,2021-12-01
"waybill_materiales_peligrosos_748","1484","BROMATO DE POTASIO",5.1,,2021-12-01
"waybill_materiales_peligrosos_749","1485","CLORATO DE POTASIO",5.1,,2021-12-01
"waybill_materiales_peligrosos_750","1486","NITRATO DE POTASIO",5.1,,2021-12-01
"waybill_materiales_peligrosos_751","1487","MEZCLA DE NITRATO DE POTASIO Y NITRITO DE SODIO",5.1,,2021-12-01
"waybill_materiales_peligrosos_752","1488","NITRITO DE POTASIO",5.1,,2021-12-01
"waybill_materiales_peligrosos_753","1489","PERCLORATO DE POTASIO",5.1,,2021-12-01
"waybill_materiales_peligrosos_754","1490","PERMANGANATO DE POTASIO",5.1,,2021-12-01
"waybill_materiales_peligrosos_755","1491","PEROXIDO DE POTASIO",5.1,,2021-12-01
"waybill_materiales_peligrosos_756","1492","PERSULFATO DE POTASIO",5.1,,2021-12-01
"waybill_materiales_peligrosos_757","1493","NITRATO DE PLATA",5.1,,2021-12-01
"waybill_materiales_peligrosos_758","1494","BROMATO DE SODIO",5.1,,2021-12-01
"waybill_materiales_peligrosos_759","1495","CLORATO DE SODIO",5.1,,2021-12-01
"waybill_materiales_peligrosos_760","1496","CLORITO DE SODIO",5.1,,2021-12-01
"waybill_materiales_peligrosos_761","1498","NITRATO DE SODIO",5.1,,2021-12-01
"waybill_materiales_peligrosos_762","1499","MEZCLA DE NITRATO DE SODIO Y NITRATO DE POTASIO",5.1,,2021-12-01
"waybill_materiales_peligrosos_763","1500","NITRITO DE SODIO",5.1,6.1,2021-12-01
"waybill_materiales_peligrosos_764","1502","PERCLORATO DE SODIO",5.1,,2021-12-01
"waybill_materiales_peligrosos_765","1503","PERMANGANATO DE SODIO",5.1,,2021-12-01
"waybill_materiales_peligrosos_766","1504","PEROXIDO DE SODIO",5.1,,2021-12-01
"waybill_materiales_peligrosos_767","1505","PERSULFATO DE SODIO",5.1,,2021-12-01
"waybill_materiales_peligrosos_768","1506","CLORATO DE ESTRONCIO",5.1,,2021-12-01
"waybill_materiales_peligrosos_769","1507","NITRATO DE ESTRONCIO",5.1,,2021-12-01
"waybill_materiales_peligrosos_770","1508","PERCLORATO DE ESTRONCIO",5.1,,2021-12-01
"waybill_materiales_peligrosos_771","1509","PEROXIDO DE ESTRONCIO",5.1,,2021-12-01
"waybill_materiales_peligrosos_772","1510","TETRANITROMETANO",6.1,5.1,2021-12-01
"waybill_materiales_peligrosos_773","1511","UREA-AGUA OXIGENADA",5.1,8,2021-12-01
"waybill_materiales_peligrosos_774","1512","NITRITO DE ZINC Y AMONIO",5.1,,2021-12-01
"waybill_materiales_peligrosos_775","1513","CLORATO DE ZINC",5.1,,2021-12-01
"waybill_materiales_peligrosos_776","1514","NITRATO DE ZINC",5.1,,2021-12-01
"waybill_materiales_peligrosos_777","1515","PERMANGANATO DE ZINC",5.1,,2021-12-01
"waybill_materiales_peligrosos_778","1516","PEROXIDO DE ZINC",5.1,,2021-12-01
"waybill_materiales_peligrosos_779","1517","PICRAMATO DE CIRCONIO HUMEDECIDO con un mínimo de 20%, en masa, de agua",4.1,,2021-12-01
"waybill_materiales_peligrosos_780","1541","CIANHIDRINA DE ACETONA, ESTABILIZADA",6.1,,2021-12-01
"waybill_materiales_peligrosos_781","1544","ALCALOIDES SOLIDOS, N.E.P. SALES DE ALCALOIDES SOLIDAS, N.E.P.",6.1,,2021-12-01
"waybill_materiales_peligrosos_782","1545","ISOTIOCIANATO DE ALILO ESTABILIZADO INHIBIDO",6.1,3,2021-12-01
"waybill_materiales_peligrosos_783","1546","ARSENIATO DE AMONIO",6.1,,2021-12-01
"waybill_materiales_peligrosos_784","1547","ANILINA",6.1,,2021-12-01
"waybill_materiales_peligrosos_785","1548","CLORHIDRATO DE ANILINA",6.1,,2021-12-01
"waybill_materiales_peligrosos_786","1549","ANTIMONIO, COMPUESTO INORGANICO SOLIDO DE, N.E.P.",6.1,,2021-12-01
"waybill_materiales_peligrosos_787","1550","LACTATO DE ANTIMONIO",6.1,,2021-12-01
"waybill_materiales_peligrosos_788","1551","TARTRATO DE ANTIMONIO Y POTASIO",6.1,,2021-12-01
"waybill_materiales_peligrosos_789","1553","ACIDO ARSENOICO LIQUIDO",6.1,,2021-12-01
"waybill_materiales_peligrosos_790","1554","ACIDO ARSENOICO SOLIDO",6.1,,2021-12-01
"waybill_materiales_peligrosos_791","1555","BROMURO DE ARSENICO",6.1,,2021-12-01
"waybill_materiales_peligrosos_792","1556","ARSENICO, COMPUESTO LIQUIDO DE, N.E.P., INORGANICO, en particular arseniatos, N.E.P., arsenitos, N.E.P., sulfuros de arsénico, N.E.P.",6.1,,2021-12-01
"waybill_materiales_peligrosos_793","1557","ARSENICO, COMPUESTO SOLIDO DE, N.E.P., INORGANICO, en particular arseniatos N.E.P., arsenitos N.E.P., sulfuros de arsénico N.E.P.",6.1,,2021-12-01
"waybill_materiales_peligrosos_794","1558","ARSENICO",6.1,,2021-12-01
"waybill_materiales_peligrosos_795","1559","PENTOXIDO DE ARSENICO",6.1,,2021-12-01
"waybill_materiales_peligrosos_796","1560","TRICLORURO DE ARSENICO",6.1,,2021-12-01
"waybill_materiales_peligrosos_797","1561","TRIOXIDO DE ARSENICO",6.1,,2021-12-01
"waybill_materiales_peligrosos_798","1562","POLVO ARSENICAL",6.1,,2021-12-01
"waybill_materiales_peligrosos_799","1564","BARIO, COMPUESTO DE, N.E.P.",6.1,,2021-12-01
"waybill_materiales_peligrosos_800","1565","CIANURO DE BARIO",6.1,,2021-12-01
"waybill_materiales_peligrosos_801","1566","BERILIO, COMPUESTO DE, N.E.P.",6.1,,2021-12-01
"waybill_materiales_peligrosos_802","1567","BERILIO EN POLVO",6.1,4.1,2021-12-01
"waybill_materiales_peligrosos_803","1569","BROMOACETONA",6.1,3,2021-12-01
"waybill_materiales_peligrosos_804","1570","BRUCINA",6.1,,2021-12-01
"waybill_materiales_peligrosos_805","1571","AZIDA DE BARIO HUMIDIFICADA con un mínimo de 50%, en masa, de agua",4.1,6.1,2021-12-01
"waybill_materiales_peligrosos_806","1572","ACIDO CACODILICO",6.1,,2021-12-01
"waybill_materiales_peligrosos_807","1573","ARSENIATO DE CALCIO",6.1,,2021-12-01
"waybill_materiales_peligrosos_808","1574","MEZCLAS DE ARSENIATO CALCICO Y ARSENITO CALCICO, SOLIDAS",6.1,,2021-12-01
"waybill_materiales_peligrosos_809","1575","CIANURO DE CALCIO",6.1,,2021-12-01
"waybill_materiales_peligrosos_810","1577","CLORODINITROBENCENOS LIQUIDOS",6.1,,2021-12-01
"waybill_materiales_peligrosos_811","1578","CLORONITROBENCENOS",6.1,,2021-12-01
"waybill_materiales_peligrosos_812","1579","CLORHIDRATO DE 4-CLORO-o-TOLUIDINA",6.1,,2021-12-01
"waybill_materiales_peligrosos_813","1580","CLOROPICRINA",6.1,,2021-12-01
"waybill_materiales_peligrosos_814","1581","MEZCLA DE CLOROPICRINA Y BROMURO DE METILO",2.3,,2021-12-01
"waybill_materiales_peligrosos_815","1582","MEZCLA DE CLOROPICRINA Y CLORURO DE METILO",2.3,,2021-12-01
"waybill_materiales_peligrosos_816","1583","MEZCLA DE CLOROPICRINA, N.E.P.",6.1,,2021-12-01
"waybill_materiales_peligrosos_817","1585","ACETOARSENITO DE COBRE",6.1,,2021-12-01
"waybill_materiales_peligrosos_818","1586","ARSENITO DE COBRE",6.1,,2021-12-01
"waybill_materiales_peligrosos_819","1587","CIANURO DE COBRE",6.1,,2021-12-01
"waybill_materiales_peligrosos_820","1588","CIANUROS INORGANICOS, SOLIDOS, N.E.P.",6.1,,2021-12-01
"waybill_materiales_peligrosos_821","1589","CLORURO DE CIANOGENO INHIBIDO",2.3,8,2021-12-01
"waybill_materiales_peligrosos_822","1590","DICLOROANILINAS LIQUIDAS",6.1,,2021-12-01
"waybill_materiales_peligrosos_823","1591","o-DICLOROBENCENO",6.1,,2021-12-01
"waybill_materiales_peligrosos_824","1593","DICLOROMETANO",6.1,,2021-12-01
"waybill_materiales_peligrosos_825","1594","SULFATO DE DIETILO",6.1,,2021-12-01
"waybill_materiales_peligrosos_826","1595","SULFATO DE DIMETILO",6.1,8,2021-12-01
"waybill_materiales_peligrosos_827","1596","DINITROANILINAS",6.1,,2021-12-01
"waybill_materiales_peligrosos_828","1597","DINITROBENCENOS LIQUIDOS",6.1,,2021-12-01
"waybill_materiales_peligrosos_829","1598","DINITRO-o-CRESOL",6.1,,2021-12-01
"waybill_materiales_peligrosos_830","1599","DINITROFENOL EN SOLUCION",6.1,,2021-12-01
"waybill_materiales_peligrosos_831","1600","DINITROTOLUENOS FUNDIDOS",6.1,,2021-12-01
"waybill_materiales_peligrosos_832","1601","DESINFECTANTE SOLIDO, TOXICO, N.E.P.",6.1,,2021-12-01
"waybill_materiales_peligrosos_833","1602","COLORANTE LIQUIDO, TOXICO, N.E.P., o MATERIA INTERMEDIA LIQUIDA PARA COLORANTE, LIQUIDA, TOXICA, N.E.P.",6.1,,2021-12-01
"waybill_materiales_peligrosos_834","1603","BROMOACETATO DE ETILO",6.1,3,2021-12-01
"waybill_materiales_peligrosos_835","1604","ETILENDIAMINA",8,3,2021-12-01
"waybill_materiales_peligrosos_836","1605","DIBROMURO DE ETILENO",6.1,,2021-12-01
"waybill_materiales_peligrosos_837","1606","ARSENIATO FERRICO",6.1,,2021-12-01
"waybill_materiales_peligrosos_838","1607","ARSENITO FERRICO",6.1,,2021-12-01
"waybill_materiales_peligrosos_839","1608","ARSENIATO FERROSO",6.1,,2021-12-01
"waybill_materiales_peligrosos_840","1611","TETRAFOSFATO DE HEXAETILO",6.1,,2021-12-01
"waybill_materiales_peligrosos_841","1612","MEZCLA DE TETRAFOSFATO DE HEXAETILO Y GAS COMPRIMIDO",2.3,,2021-12-01
"waybill_materiales_peligrosos_842","1613","ACIDO CIANHIDRICO EN SOLUCION ACUOSA (CIANURO DE HIDROGENO EN SOLUCION ACUOSA) con no más de 20% ácido cianhídrico",6.1,,2021-12-01
"waybill_materiales_peligrosos_843","1614","CIANURO DE HIDROGENO ESTABILIZADO con menos de 3% de agua y absorbido en una materia porosa inerte",6.1,,2021-12-01
"waybill_materiales_peligrosos_844","1616","ACETATO DE PLOMO",6.1,,2021-12-01
"waybill_materiales_peligrosos_845","1617","ARSENIATOS DE PLOMO",6.1,,2021-12-01
"waybill_materiales_peligrosos_846","1618","ARSENITOS DE PLOMO",6.1,,2021-12-01
"waybill_materiales_peligrosos_847","1620","CIANURO DE PLOMO",6.1,,2021-12-01
"waybill_materiales_peligrosos_848","1621","PURPURA DE LONDRES",6.1,,2021-12-01
"waybill_materiales_peligrosos_849","1622","ARSENIATO DE MAGNESIO",6.1,,2021-12-01
"waybill_materiales_peligrosos_850","1623","ARSENIATO DE MERCURIO",6.1,,2021-12-01
