"id","code","name","class_div","danger_sec","start_date"
"waybill_materiales_peligrosos_1203","2057","TRIPROPILENO",3,,2021-12-01
"waybill_materiales_peligrosos_1204","2058","VALERILALDEHIDO",3,,2021-12-01
"waybill_materiales_peligrosos_1205","2059","NITROCELULOSA EN SOLUCION INFLAMABLE con no más de 12,6%, en masa, de nitrógeno y no más de 55% de nitrocelulosa",3,,2021-12-01
"waybill_materiales_peligrosos_1206","2067","ABONOS A BASE DE NITRATO DE AMONICO",5.1,,2021-12-01
"waybill_materiales_peligrosos_1207","2071","ABONOS A BASE DE NITRATO DE AMONICO",9,,2021-12-01
"waybill_materiales_peligrosos_1208","2073","AMONIACO EN SOLUCION acuosa de densidad relativa inferior a 0,880 a 15°C, con más de 35% pero no más de 50% de amoníaco",2.2,,2021-12-01
"waybill_materiales_peligrosos_1209","2074","ACRILAMIDA SOLIDA",6.1,,2021-12-01
"waybill_materiales_peligrosos_1210","2075","CLORAL ANHIDRO ESTABILIZADO",6.1,,2021-12-01
"waybill_materiales_peligrosos_1211","2076","CRESOLES LIQUIDOS",6.1,8,2021-12-01
"waybill_materiales_peligrosos_1212","2077","alfa-NAFTILAMINA",6.1,,2021-12-01
"waybill_materiales_peligrosos_1213","2078","DIISOCIANATO DE TOLUENO, véase",6.1,,2021-12-01
"waybill_materiales_peligrosos_1214","2079","DIETILENTRIAMINA",8,,2021-12-01
"waybill_materiales_peligrosos_1215","2186","CLORURO DE HIDROGENO LIQUIDO REFRIGERADO",2.3,8,2021-12-01
"waybill_materiales_peligrosos_1216","2187","DIOXIDO DE CARBONO LIQUIDO REFRIGERADO",2.2,,2021-12-01
"waybill_materiales_peligrosos_1217","2188","ARSINA",2.3,2.1,2021-12-01
"waybill_materiales_peligrosos_1218","2189","DICLOROSILANO",2.3,"2.1 8",2021-12-01
"waybill_materiales_peligrosos_1219","2190","DIFLUORURO DE OXÍGENO, COMPRIMIDO",2.3,"5.1 8",2021-12-01
"waybill_materiales_peligrosos_1220","2191","FLUORURO DE SULFURILO",2.3,,2021-12-01
"waybill_materiales_peligrosos_1221","2192","GERMANIO",2.3,2.1,2021-12-01
"waybill_materiales_peligrosos_1222","2193","HEXAFLUORETANO (GAS REFRIGERANTE R 116)",2.2,,2021-12-01
"waybill_materiales_peligrosos_1223","2194","HEXAFLUORURO DE SELENIO",2.3,8,2021-12-01
"waybill_materiales_peligrosos_1224","2195","HEXAFLUORURO DE TELURIO",2.3,8,2021-12-01
"waybill_materiales_peligrosos_1225","2196","HEXAFLUORURO DE TUNGSTENO",2.3,8,2021-12-01
"waybill_materiales_peligrosos_1226","2197","YODURO DE HIDROGENO ANHIDRO",2.3,8,2021-12-01
"waybill_materiales_peligrosos_1227","2198","PENTAFLUORURO DE FOSFORO",2.3,8,2021-12-01
"waybill_materiales_peligrosos_1228","2199","FOSFAMINA (FOSFINA)",2.3,2.1,2021-12-01
"waybill_materiales_peligrosos_1229","2200","PROPADIENO ESTABILIZADO",2.1,,2021-12-01
"waybill_materiales_peligrosos_1230","2201","OXIDO NITROSO LIQUIDO REFRIGERADO",2.2,5.1,2021-12-01
"waybill_materiales_peligrosos_1231","2202","SELENIURO DE HIDROGENO ANHIDRO",2.3,2.1,2021-12-01
"waybill_materiales_peligrosos_1232","2203","SILANO",2.1,,2021-12-01
"waybill_materiales_peligrosos_1233","2204","SULFURO DE CARBONILO",2.3,2.1,2021-12-01
"waybill_materiales_peligrosos_1234","2205","ADIPONITRILO",6.1,,2021-12-01
"waybill_materiales_peligrosos_1235","2206","ISOCIANATOS TOXICOS, N.E.P. o ISOCIANATOS EN SOLUCION, TOXICOS, N.E.P.",6.1,,2021-12-01
"waybill_materiales_peligrosos_1236","2208","HIPOCLORITO DE CALCICO EN MEZCLA SECA con más de 10% pero no más de 39% de cloro activo",5.1,,2021-12-01
"waybill_materiales_peligrosos_1237","2209","FORMALDEHIDO EN SOLUCION con un mínimo del 25% de formaldehído",8,,2021-12-01
"waybill_materiales_peligrosos_1238","2210","MANEB o PREPARADOS DE MANEB, con un mínimo de 60% de maneb",4.2,4.3,2021-12-01
"waybill_materiales_peligrosos_1239","2211","POLIMERO EN BOLITAS DILATABLES que desprenden vapores inflamables",9,,2021-12-01
"waybill_materiales_peligrosos_1240","2212","ASBESTO AZUL (crocidolita) o ASBESTO MARRÓN
 (amosita, misorita)",9,,2021-12-01
"waybill_materiales_peligrosos_1241","2213","PARAFORMALDEHIDO",4.1,,2021-12-01
"waybill_materiales_peligrosos_1242","2214","ANHIDRIDO FTALICO con más de 0,05% de anhídrido maleico",8,,2021-12-01
"waybill_materiales_peligrosos_1243","2215","ANHIDRIDO MALEICO",8,,2021-12-01
"waybill_materiales_peligrosos_1244","2216","HARINA DE PESCADO (DESECHOS DE PESCADO) ESTABILIZADA",9,,2021-12-01
"waybill_materiales_peligrosos_1245","2217","TORTA OLEAGINOSA con el 1,5% de aceite y el 11% de humedad como máximo",4.2,,2021-12-01
"waybill_materiales_peligrosos_1246","2218","ACIDO ACRILICO ESTABILIZADO",8,3,2021-12-01
"waybill_materiales_peligrosos_1247","2219","ETER ALILGLICIDILICO (ALIL GLICIDIL ETER)",3,,2021-12-01
"waybill_materiales_peligrosos_1248","2222","ANISOL",3,,2021-12-01
"waybill_materiales_peligrosos_1249","2224","BENZONITRILO",6.1,,2021-12-01
"waybill_materiales_peligrosos_1250","2225","CLORURO DE BENCENOSULFONILO",8,,2021-12-01
"waybill_materiales_peligrosos_1251","2226","BENZOTRICLORURO",8,,2021-12-01
"waybill_materiales_peligrosos_1252","2227","METACRILATO DE n-BUTILO ESTABILIZADO",3,,2021-12-01
"waybill_materiales_peligrosos_1253","2232","2‑CLOROETANAL",6.1,,2021-12-01
"waybill_materiales_peligrosos_1254","2233","CLOROANISIDINAS",6.1,,2021-12-01
"waybill_materiales_peligrosos_1255","2234","CLOROBENZOTRIFLUORUROS",3,,2021-12-01
"waybill_materiales_peligrosos_1256","2235","CLORUROS DE CLOROBENCILO, LIQUIDOS",6.1,,2021-12-01
"waybill_materiales_peligrosos_1257","2236","ISOCIANATO DE 3-CLORO-4-METILFENILO,LIQUIDO",6.1,,2021-12-01
"waybill_materiales_peligrosos_1258","2237","CLORONITROANILINAS",6.1,,2021-12-01
"waybill_materiales_peligrosos_1259","2238","CLOROTOLUENOS",3,,2021-12-01
"waybill_materiales_peligrosos_1260","2239","CLOROTOLUIDINAS SOLIDAS",6.1,,2021-12-01
"waybill_materiales_peligrosos_1261","2240","ACIDO CROMOSULFURICO",8,,2021-12-01
"waybill_materiales_peligrosos_1262","2241","CICLOHEPTANO",3,,2021-12-01
"waybill_materiales_peligrosos_1263","2242","CICLOHEPTENO",3,,2021-12-01
"waybill_materiales_peligrosos_1264","2243","ACETATO DE CICLOHEXILO",3,,2021-12-01
"waybill_materiales_peligrosos_1265","2244","CICLOPENTANOL",3,,2021-12-01
"waybill_materiales_peligrosos_1266","2245","CICLOPENTANONA",3,,2021-12-01
"waybill_materiales_peligrosos_1267","2246","CICLOPENTENO",3,,2021-12-01
"waybill_materiales_peligrosos_1268","2247","n-DECANO",3,,2021-12-01
"waybill_materiales_peligrosos_1269","2248","DI-n-BUTILAMINA",8,3,2021-12-01
"waybill_materiales_peligrosos_1270","2249","ETER DICLORODIMETILICO SIMETRICO",6.1,3,2021-12-01
"waybill_materiales_peligrosos_1271","2250","ISOCIANATOS DE DICLOROFENILO",6.1,,2021-12-01
"waybill_materiales_peligrosos_1272","2251","BICICLO [2.2.1] HEPTA‑2,5‑DIENO ESTABILIZADO (2,5-NORBORNADIENO ESTABILIZADO)",3,,2021-12-01
"waybill_materiales_peligrosos_1273","2252","1,2-DIMETOXIETANO",3,,2021-12-01
"waybill_materiales_peligrosos_1274","2253","N,N-DIMETILANILINA",6.1,,2021-12-01
"waybill_materiales_peligrosos_1275","2254","FOSFOROS RESISTENTES AL VIENTO",4.1,,2021-12-01
"waybill_materiales_peligrosos_1276","2256","CICLOHEXENO",3,,2021-12-01
"waybill_materiales_peligrosos_1277","2257","POTASIO",4.3,,2021-12-01
"waybill_materiales_peligrosos_1278","2258","1,2-PROPILENDIAMINA",8,3,2021-12-01
"waybill_materiales_peligrosos_1279","2259","TRIETILENTETRAMINA",8,,2021-12-01
"waybill_materiales_peligrosos_1280","2260","TRIPROPILAMINA",3,8,2021-12-01
"waybill_materiales_peligrosos_1281","2261","XILENOLES SOLIDOS",6.1,,2021-12-01
"waybill_materiales_peligrosos_1282","2262","CLORURO DE DIMETILCARBAMOILO",8,,2021-12-01
"waybill_materiales_peligrosos_1283","2263","DIMETILCICLOHEXANOS",3,,2021-12-01
"waybill_materiales_peligrosos_1284","2264","N,N DIMETIL-CICLOHEXILAMINA",8,3,2021-12-01
"waybill_materiales_peligrosos_1285","2265","N,N-DIMETILFORMAMIDA",3,,2021-12-01
"waybill_materiales_peligrosos_1286","2266","DIMETIL-N-PROPILAMINA",3,8,2021-12-01
"waybill_materiales_peligrosos_1287","2267","CLORURO DE DIMETILTIOFOSFORILO",6.1,8,2021-12-01
"waybill_materiales_peligrosos_1288","2269","3,3' IMINODIPROPILAMINA",8,,2021-12-01
"waybill_materiales_peligrosos_1289","2270","ETILAMINA EN SOLUCION ACUOSA con no menos de 50% pero no más de 70% de etilamina",3,8,2021-12-01
"waybill_materiales_peligrosos_1290","2271","ETILAMILCETONA",3,,2021-12-01
"waybill_materiales_peligrosos_1291","2272","N-ETILANILINA",6.1,,2021-12-01
"waybill_materiales_peligrosos_1292","2273","2-ETILANILINA",6.1,,2021-12-01
"waybill_materiales_peligrosos_1293","2274","N-ETIL-N-BENCILANILINA",6.1,,2021-12-01
"waybill_materiales_peligrosos_1294","2275","2-ETILBUTANOL",3,,2021-12-01
"waybill_materiales_peligrosos_1295","2276","2-ETILHEXILAMINA",3,8,2021-12-01
"waybill_materiales_peligrosos_1296","2277","METACRILATO DE ETILO ESTABILIZADO",3,,2021-12-01
"waybill_materiales_peligrosos_1297","2278","n-HEPTENO",3,,2021-12-01
"waybill_materiales_peligrosos_1298","2279","HEXACLOROBUTADIENO",6.1,,2021-12-01
"waybill_materiales_peligrosos_1299","2280","HEXAMETILENDIAMINA SOLIDA",8,,2021-12-01
"waybill_materiales_peligrosos_1300","2281","DIISOCIANATO DE HEXAMETILENO",6.1,,2021-12-01
"waybill_materiales_peligrosos_1301","2282","HEXANOLES",3,,2021-12-01
"waybill_materiales_peligrosos_1302","2283","METACRILATO DE ISOBUTILO ESTABILIZADO",3,,2021-12-01
"waybill_materiales_peligrosos_1303","2284","ISOBUTIRONITRILO",3,6.1,2021-12-01
"waybill_materiales_peligrosos_1304","2285","ISOCIANATOBENZOTRIFLUORUROS",6.1,3,2021-12-01
"waybill_materiales_peligrosos_1305","2286","PENTAMETILHEPTANO",3,,2021-12-01
"waybill_materiales_peligrosos_1306","2287","ISOHEPTENOS",3,,2021-12-01
"waybill_materiales_peligrosos_1307","2288","ISOHEXENOS",3,,2021-12-01
"waybill_materiales_peligrosos_1308","2289","ISOFORONDIAMINA",8,,2021-12-01
"waybill_materiales_peligrosos_1309","2290","DIISOCIANATO DE ISOFORONA",6.1,,2021-12-01
"waybill_materiales_peligrosos_1310","2291","COMPUESTO DE PLOMO SOLUBLE, N.E.P.",6.1,,2021-12-01
"waybill_materiales_peligrosos_1311","2293","4-METOXI-4-METIL-2-PENTANONA",3,,2021-12-01
"waybill_materiales_peligrosos_1312","2294","N-METILANILINA",6.1,,2021-12-01
"waybill_materiales_peligrosos_1313","2295","CLOROACETATO DE METILO",6.1,3,2021-12-01
"waybill_materiales_peligrosos_1314","2296","METILCICLOHEXANO",3,,2021-12-01
"waybill_materiales_peligrosos_1315","2297","METILCICLOHEXANONA",3,,2021-12-01
"waybill_materiales_peligrosos_1316","2298","METILCICLOPENTANO",3,,2021-12-01
"waybill_materiales_peligrosos_1317","2299","DICLOROACETATO DE METILO",6.1,,2021-12-01
"waybill_materiales_peligrosos_1318","2300","2-METIL-5-ETILPIRIDINA",6.1,,2021-12-01
"waybill_materiales_peligrosos_1319","2301","2-METILFURANO",3,,2021-12-01
"waybill_materiales_peligrosos_1320","2302","5-METIL-2-HEXANONA",3,,2021-12-01
"waybill_materiales_peligrosos_1321","2303","ISOPROPENILBENCENO",3,,2021-12-01
"waybill_materiales_peligrosos_1322","2304","NAFTALENO FUNDIDO",4.1,,2021-12-01
"waybill_materiales_peligrosos_1323","2305","ACIDO NITROBENCENOSULFONICO",8,,2021-12-01
"waybill_materiales_peligrosos_1324","2306","NITROBENZOTRIFLUORUROS LIQUIDOS",6.1,,2021-12-01
"waybill_materiales_peligrosos_1325","2307","3-NITRO-4-CLOROBENZOTRIFLUORURO",6.1,,2021-12-01
"waybill_materiales_peligrosos_1326","2308","ACIDO NITROSILSULFURICO LIQUIDO",8,,2021-12-01
"waybill_materiales_peligrosos_1327","2309","OCTADIENO",3,,2021-12-01
"waybill_materiales_peligrosos_1328","2310","PENTANO‑2,4‑DIENO",3,6.1,2021-12-01
"waybill_materiales_peligrosos_1329","2311","FENETIDINAS",6.1,,2021-12-01
"waybill_materiales_peligrosos_1330","2312","FENOL FUNDIDO",6.1,,2021-12-01
"waybill_materiales_peligrosos_1331","2313","PICOLINAS",3,,2021-12-01
"waybill_materiales_peligrosos_1332","2315","DIFENILOS POLICLORADOS LIQUIDOS",9,,2021-12-01
"waybill_materiales_peligrosos_1333","2316","CUPROCIANURO DE SODIO SOLIDO",6.1,,2021-12-01
"waybill_materiales_peligrosos_1334","2317","CUPROCIANURO DE SODIO EN SOLUCION",6.1,,2021-12-01
"waybill_materiales_peligrosos_1335","2318","HIDROSULFURO DE SODIO (SULFHIDRATO SODIO) con menos de 25% de agua de cristalización",4.2,,2021-12-01
"waybill_materiales_peligrosos_1336","2319","HIDROCARBUROS TERPENICOS, N.E.P.",3,,2021-12-01
"waybill_materiales_peligrosos_1337","2320","TETRAETILENPENTAMINA",8,,2021-12-01
"waybill_materiales_peligrosos_1338","2321","TRICLOROBENCENOS LIQUIDOS",6.1,,2021-12-01
"waybill_materiales_peligrosos_1339","2322","TRICLOROBUTENO",6.1,,2021-12-01
"waybill_materiales_peligrosos_1340","2323","FOSFITO TRIETILICO",3,,2021-12-01
"waybill_materiales_peligrosos_1341","2324","TRIISOBUTILENO",3,,2021-12-01
"waybill_materiales_peligrosos_1342","2325","1,3,5-TRIMETILBENCENO",3,,2021-12-01
"waybill_materiales_peligrosos_1343","2326","TRIMETILCICLOHEXILAMINA",8,,2021-12-01
"waybill_materiales_peligrosos_1344","2327","TRIMETILHEXAMETILENDIAMINAS",8,,2021-12-01
"waybill_materiales_peligrosos_1345","2328","DIISOCIANATO TRIMETILHEXAMETILENO",6.1,,2021-12-01
"waybill_materiales_peligrosos_1346","2329","FOSFITO DE TRIMETILO",3,,2021-12-01
"waybill_materiales_peligrosos_1347","2330","UNDECANO",3,,2021-12-01
"waybill_materiales_peligrosos_1348","2331","CLORURO DE ZINC ANHIDRO",8,,2021-12-01
"waybill_materiales_peligrosos_1349","2332","ACETALDOXIMA",3,,2021-12-01
"waybill_materiales_peligrosos_1350","2333","ACETATO DE ALILO",3,6.1,2021-12-01
"waybill_materiales_peligrosos_1351","2334","ALILAMINA",6.1,3,2021-12-01
"waybill_materiales_peligrosos_1352","2335","ALIL ETIL ETER",3,6.1,2021-12-01
"waybill_materiales_peligrosos_1353","2336","FORMIATO DE ALILO",3,6.1,2021-12-01
"waybill_materiales_peligrosos_1354","2337","FENILMERCAPTANO",6.1,3,2021-12-01
"waybill_materiales_peligrosos_1355","2338","BENZOTRIFLUORURO",3,,2021-12-01
"waybill_materiales_peligrosos_1356","2339","2-BROMOBUTANO",3,,2021-12-01
"waybill_materiales_peligrosos_1357","2340","2-BROMOETIL ETIL ETER",3,,2021-12-01
"waybill_materiales_peligrosos_1358","2341","1-BROMO-3-METILBUTANO",3,,2021-12-01
"waybill_materiales_peligrosos_1359","2342","BROMOMETILPROPANOS",3,,2021-12-01
"waybill_materiales_peligrosos_1360","2343","2-BROMOPENTANO",3,,2021-12-01
"waybill_materiales_peligrosos_1361","2344","BROMOPROPANOS",3,,2021-12-01
"waybill_materiales_peligrosos_1362","2345","3-BROMOPROPINO",3,,2021-12-01
"waybill_materiales_peligrosos_1363","2346","BUTANODIONA",3,,2021-12-01
"waybill_materiales_peligrosos_1364","2347","BUTILMERCAPTANO",3,,2021-12-01
"waybill_materiales_peligrosos_1365","2348","ACRILATOS DE BUTILO ESTABILIZADOS",3,,2021-12-01
"waybill_materiales_peligrosos_1366","2350","BUTIL METIL ETER",3,,2021-12-01
"waybill_materiales_peligrosos_1367","2351","NITRITOS DE BUTILO",3,,2021-12-01
"waybill_materiales_peligrosos_1368","2352","BUTIL VINIL ETER ESTABILIZADO",3,,2021-12-01
"waybill_materiales_peligrosos_1369","2353","CLORURO DE BUTIRILO",3,8,2021-12-01
"waybill_materiales_peligrosos_1370","2354","CLOROMETIL ETIL ETER",3,6.1,2021-12-01
"waybill_materiales_peligrosos_1371","2356","2-CLOROPROPANO",3,,2021-12-01
"waybill_materiales_peligrosos_1372","2357","CICLOHEXILAMINA",8,3,2021-12-01
"waybill_materiales_peligrosos_1373","2358","CICLOOCTATETRAENO",3,,2021-12-01
"waybill_materiales_peligrosos_1374","2359","DIALILAMINA",3,"6.1 8",2021-12-01
"waybill_materiales_peligrosos_1375","2360","ETER DIALILICO",3,6.1,2021-12-01
"waybill_materiales_peligrosos_1376","2361","DIISOBUTILAMINA",3,8,2021-12-01
"waybill_materiales_peligrosos_1377","2362","1,1-DICLOROETANO",3,,2021-12-01
"waybill_materiales_peligrosos_1378","2363","ETILMERCAPTANO",3,,2021-12-01
"waybill_materiales_peligrosos_1379","2364","n-PROPILBENCENO",3,,2021-12-01
"waybill_materiales_peligrosos_1380","2366","CARBONATO DE DIETILO",3,,2021-12-01
"waybill_materiales_peligrosos_1381","2367","alfa-METILVALERALDEHIDO",3,,2021-12-01
"waybill_materiales_peligrosos_1382","2368","alfa-PINENO",3,,2021-12-01
"waybill_materiales_peligrosos_1383","2370","1-HEXENO",3,,2021-12-01
"waybill_materiales_peligrosos_1384","2371","ISOPENTENOS",3,,2021-12-01
"waybill_materiales_peligrosos_1385","2372","1,2-DI-(DIMETILAMINO) ETANO",3,,2021-12-01
"waybill_materiales_peligrosos_1386","2373","DIETOXIMETANO",3,,2021-12-01
"waybill_materiales_peligrosos_1387","2374","3,3-DIETOXIPROPENO",3,,2021-12-01
"waybill_materiales_peligrosos_1388","2375","SULFURO DE DIETILO",3,,2021-12-01
"waybill_materiales_peligrosos_1389","2376","2,3-DIHIDROPIRANO",3,,2021-12-01
"waybill_materiales_peligrosos_1390","2377","1,1-DIMETOXIETANO",3,,2021-12-01
"waybill_materiales_peligrosos_1391","2378","2-DIMETILAMINOACETONITRILO",3,6.1,2021-12-01
"waybill_materiales_peligrosos_1392","2379","1,3-DIMETILBUTILAMINA",3,8,2021-12-01
"waybill_materiales_peligrosos_1393","2380","DIMETILDIETOXISILANO",3,,2021-12-01
"waybill_materiales_peligrosos_1394","2381","DISULFURO DE DIMETILO",3,,2021-12-01
"waybill_materiales_peligrosos_1395","2382","DIMETILHIDRAZINA SIMETRICA",6.1,3,2021-12-01
"waybill_materiales_peligrosos_1396","2383","DIPROPILAMINA",3,8,2021-12-01
"waybill_materiales_peligrosos_1397","2384","ETER DI-n-PROPILICO",3,,2021-12-01
"waybill_materiales_peligrosos_1398","2385","ISOBUTIRATO DE ETILO",3,,2021-12-01
"waybill_materiales_peligrosos_1399","2386","1-ETILPIPERIDINA",3,8,2021-12-01
"waybill_materiales_peligrosos_1400","2387","FLUOROBENCENO",3,,2021-12-01
"waybill_materiales_peligrosos_1401","2388","FLUOROTOLUENOS",3,,2021-12-01
"waybill_materiales_peligrosos_1402","2389","FURANO",3,,2021-12-01
"waybill_materiales_peligrosos_1403","2390","2-YODOBUTANO",3,,2021-12-01
"waybill_materiales_peligrosos_1404","2391","YODOMETILPROPANOS",3,,2021-12-01
"waybill_materiales_peligrosos_1405","2392","YODOPROPANOS",3,,2021-12-01
"waybill_materiales_peligrosos_1406","2393","FORMIATO DE ISOBUTILO",3,,2021-12-01
"waybill_materiales_peligrosos_1407","2394","PROPIONATO DE ISOBUTILO",3,,2021-12-01
"waybill_materiales_peligrosos_1408","2395","CLORURO DE ISOBUTIRILO",3,8,2021-12-01
"waybill_materiales_peligrosos_1409","2396","METACRILALDEHIDO ESTABILIZADO",3,6.1,2021-12-01
"waybill_materiales_peligrosos_1410","2397","3-METIL-2-BUTANONA",3,,2021-12-01
"waybill_materiales_peligrosos_1411","2398","METIL-terc-BUTILETER",3,,2021-12-01
"waybill_materiales_peligrosos_1412","2399","1-METILPIPERIDINA",3,8,2021-12-01
"waybill_materiales_peligrosos_1413","2400","ISOVALERATO DE METILO",3,,2021-12-01
"waybill_materiales_peligrosos_1414","2401","PIPERIDINA",8,3,2021-12-01
"waybill_materiales_peligrosos_1415","2402","PROPANOTIOLES",3,,2021-12-01
"waybill_materiales_peligrosos_1416","2403","ACETATO DE ISOPROPENILO",3,,2021-12-01
"waybill_materiales_peligrosos_1417","2404","PROPIONITRILO",3,6.1,2021-12-01
"waybill_materiales_peligrosos_1418","2405","BUTIRATO DE ISOPROPILO",3,,2021-12-01
"waybill_materiales_peligrosos_1419","2406","ISOBUTIRATO DE ISOPROPILO",3,,2021-12-01
"waybill_materiales_peligrosos_1420","2407","CLOROFORMIATO DE ISOPROPILO",6.1,"3 8",2021-12-01
"waybill_materiales_peligrosos_1421","2409","PROPIONATO DE ISOPROPILO",3,,2021-12-01
"waybill_materiales_peligrosos_1422","2410","1,2,3,6-TETRAHIDROPIRIDINA",3,,2021-12-01
"waybill_materiales_peligrosos_1423","2411","BUTIRONITRILO",3,6.1,2021-12-01
"waybill_materiales_peligrosos_1424","2412","TETRAHIDROTIOFENO",3,,2021-12-01
"waybill_materiales_peligrosos_1425","2413","ORTOTITANATO TETRAPROPILICO",3,,2021-12-01
"waybill_materiales_peligrosos_1426","2414","TIOFENO",3,,2021-12-01
"waybill_materiales_peligrosos_1427","2416","BORATO DE TRIMETILO",3,,2021-12-01
"waybill_materiales_peligrosos_1428","2417","FLUORURO DE CARBONILO",2.3,8,2021-12-01
"waybill_materiales_peligrosos_1429","2418","TETRAFLUORURO DE AZUFRE",2.3,8,2021-12-01
"waybill_materiales_peligrosos_1430","2419","BROMOTRIFLUORETILENO",2.1,,2021-12-01
"waybill_materiales_peligrosos_1431","2420","HEXAFLUOROACETONA",2.3,8,2021-12-01
"waybill_materiales_peligrosos_1432","2421","TRIOXIDO DE NITROGENO",2.3,"5.1 8",2021-12-01
"waybill_materiales_peligrosos_1433","2422","2-OCTAFLUOBUTENO (GAS REFRIGERANTE R 1318)",2.2,,2021-12-01
"waybill_materiales_peligrosos_1434","2424","OCTAFLUOROPROPANO (GAS REFRIGERANTE R 218)",2.2,,2021-12-01
"waybill_materiales_peligrosos_1435","2426","NITRATO DE AMONIO LIQUIDO (en solución concentrada caliente)",5.1,,2021-12-01
"waybill_materiales_peligrosos_1436","2427","CLORATO DE POTASIO EN SOLUCION ACUOSA",5.1,,2021-12-01
"waybill_materiales_peligrosos_1437","2428","CLORATO DE SODIO EN SOLUCION ACUOSA",5.1,,2021-12-01
"waybill_materiales_peligrosos_1438","2429","CLORATO DE CALCIO EN SOLUCION ACUOSA",5.1,,2021-12-01
"waybill_materiales_peligrosos_1439","2430","ALQUILFENOLES SOLIDOS, N.E.P. (incluidos los homólogos C2-C12)",8,,2021-12-01
"waybill_materiales_peligrosos_1440","2431","ANISIDINAS",6.1,,2021-12-01
"waybill_materiales_peligrosos_1441","2432","N,N-DIETILANILINA",6.1,,2021-12-01
"waybill_materiales_peligrosos_1442","2433","CLORONITROTOLUENOS LIQUIDOS",6.1,,2021-12-01
"waybill_materiales_peligrosos_1443","2434","DIBENCILDICLOROSILANO",8,,2021-12-01
"waybill_materiales_peligrosos_1444","2435","ETILFENILDICLOROSILANO",8,,2021-12-01
"waybill_materiales_peligrosos_1445","2436","ACIDO TIOACETICO",3,,2021-12-01
"waybill_materiales_peligrosos_1446","2437","METILFENILDICLOROSILANO",8,,2021-12-01
"waybill_materiales_peligrosos_1447","2438","CLORURO DE TRIMETILACETILO",6.1,"3 8",2021-12-01
"waybill_materiales_peligrosos_1448","2439","HIDROGENODIFLUORURO DE SODIO",8,,2021-12-01
"waybill_materiales_peligrosos_1449","2440","CLORURO ESTANICO PENTAHIDRATADO",8,,2021-12-01
"waybill_materiales_peligrosos_1450","2441","TRICLORURO DE TITANIO PIROFORICO, o TRICLORURO DE TITANIO PIROFORICO EN MEZCLA",4.2,8,2021-12-01
"waybill_materiales_peligrosos_1451","2442","CLORURO DE TRICLOROACETILO",8,,2021-12-01
"waybill_materiales_peligrosos_1452","2443","OXITRICLORURO DE VANADIO",8,,2021-12-01
"waybill_materiales_peligrosos_1453","2444","TETRACLORURO DE VANADIO",8,,2021-12-01
"waybill_materiales_peligrosos_1454","2446","NITROCRESOLES SOLIDO",6.1,,2021-12-01
"waybill_materiales_peligrosos_1455","2447","FOSFORO BLANCO FUNDIDO",4.2,6.1,2021-12-01
"waybill_materiales_peligrosos_1456","2448","AZUFRE FUNDIDO",4.1,,2021-12-01
"waybill_materiales_peligrosos_1457","2451","TRIFLUORURO DE NITROGENO",2.2,5.1,2021-12-01
"waybill_materiales_peligrosos_1458","2452","ETILACETILENO ESTABILIZADO",2.1,,2021-12-01
"waybill_materiales_peligrosos_1459","2453","FLUORURO DE ETILO (GAS REFRIGERANTE R 161)",2.1,,2021-12-01
"waybill_materiales_peligrosos_1460","2454","FLUORURO DE METILO (GAS REFRIGERANTE R 41)",2.1,,2021-12-01
"waybill_materiales_peligrosos_1461","2455","NITRITO DE METILO",2.2,,2021-12-01
"waybill_materiales_peligrosos_1462","2456","2-CLOROPROPENO",3,,2021-12-01
"waybill_materiales_peligrosos_1463","2457","2,3-DIMETILBUTANO",3,,2021-12-01
"waybill_materiales_peligrosos_1464","2458","HEXADIENO",3,,2021-12-01
"waybill_materiales_peligrosos_1465","2459","2-METIL-1-BUTENO",3,,2021-12-01
"waybill_materiales_peligrosos_1466","2460","2-METIL-2-BUTENO",3,,2021-12-01
"waybill_materiales_peligrosos_1467","2461","METILPENTADIENO",3,,2021-12-01
"waybill_materiales_peligrosos_1468","2463","HIDRURO DE ALUMINICO",4.3,,2021-12-01
"waybill_materiales_peligrosos_1469","2464","NITRATO DE BERILIO",5.1,6.1,2021-12-01
"waybill_materiales_peligrosos_1470","2465","ACIDO DICLOROISOCIANURICO SECO, o ACIDO DICLOROISOCIANURICO, SALES DEL",5.1,,2021-12-01
"waybill_materiales_peligrosos_1471","2466","SUPEROXIDO DE POTASIO",5.1,,2021-12-01
"waybill_materiales_peligrosos_1472","2468","ACIDO TRICLOROISOCIANURICO SECO",5.1,,2021-12-01
"waybill_materiales_peligrosos_1473","2469","BROMATO DE ZINC",5.1,,2021-12-01
"waybill_materiales_peligrosos_1474","2470","FENILACETONITRILO LIQUIDO",6.1,,2021-12-01
"waybill_materiales_peligrosos_1475","2471","TETROXIDO DE OSMIO",6.1,,2021-12-01
"waybill_materiales_peligrosos_1476","2473","ARSANILATO DE SODIO",6.1,,2021-12-01
"waybill_materiales_peligrosos_1477","2474","TIOFOSGENO",6.1,,2021-12-01
"waybill_materiales_peligrosos_1478","2475","TRICLORURO DE VANADIO",8,,2021-12-01
"waybill_materiales_peligrosos_1479","2477","ISOTIOCIANATO DE METILO",6.1,3,2021-12-01
