id,code,code_identification,name,nationality,designer_iata,iron_line,start_date
waybill_complemento_estacion_527,03,EA408,Narita,Japon,NRT,,2021-06-01
waybill_complemento_estacion_528,03,EA409,Sendai,Japon,SDJ,,2021-06-01
waybill_complemento_estacion_529,03,EA410,Luxembourg,Luxemburgo,LUX,,2021-06-01
waybill_complemento_estacion_530,03,EA411,Licenciado Jesus Teran Peredo,Mexico,AGU,,2021-06-01
waybill_complemento_estacion_531,03,EA412,General Alberto L. Salinas C.,Mexico,ESE,,2021-06-01
waybill_complemento_estacion_532,03,EA413,General Rodolfo Sanchez Taboada,Mexico,MXL,,2021-06-01
waybill_complemento_estacion_533,03,EA414,General Abelardo L. Rodriguez,Mexico,TIJ,,2021-06-01
waybill_complemento_estacion_534,03,EA415,Cabo San Lucas,Mexico,CSL,,2021-06-01
waybill_complemento_estacion_535,03,EA416,General Manuel Marquez De Leon,Mexico,LAP,,2021-06-01
waybill_complemento_estacion_536,03,EA417,Loreto,Mexico,LTO,,2021-06-01
waybill_complemento_estacion_537,03,EA418,Los Cabos,Mexico,SJD,,2021-06-01
waybill_complemento_estacion_538,03,EA419,Ciudad Del Carmen,Mexico,CME,,2021-06-01
waybill_complemento_estacion_539,03,EA420,Ingeniero Alberto Acu�a Ongay,Mexico,CPE,,2021-06-01
waybill_complemento_estacion_540,03,EA421,Palenque,Mexico,PQM,,2021-06-01
waybill_complemento_estacion_541,03,EA422,Tapachula,Mexico,TAP,,2021-06-01
waybill_complemento_estacion_542,03,EA423,Angel Albino Corzo,Mexico,TGZ,,2021-06-01
waybill_complemento_estacion_543,03,EA424,Abraham Gonzalez,Mexico,CJS,,2021-06-01
waybill_complemento_estacion_544,03,EA425,General Roberto Fierro Villalobos,Mexico,CUU,,2021-06-01
waybill_complemento_estacion_545,03,EA426,Benito Juarez,Mexico,MEX,,2021-06-01
waybill_complemento_estacion_546,03,EA427,Ciudad Acu�a,Mexico,ACN,,2021-06-01
waybill_complemento_estacion_547,03,EA428,Venustiano Carranza,Mexico,LOV,,2021-06-01
waybill_complemento_estacion_548,03,EA429,Piedras Negras,Mexico,PDS,,2021-06-01
waybill_complemento_estacion_549,03,EA430,Plan De Guadalupe,Mexico,SLW,,2021-06-01
waybill_complemento_estacion_550,03,EA431,Francisco Sarabia,Mexico,TRC,,2021-06-01
waybill_complemento_estacion_551,03,EA432,Licenciado Miguel De La Madrid,Mexico,CLQ,,2021-06-01
waybill_complemento_estacion_552,03,EA433,Playa De Oro,Mexico,ZLO,,2021-06-01
waybill_complemento_estacion_553,03,EA434,General Guadalupe Victoria,Mexico,DGO,,2021-06-01
waybill_complemento_estacion_554,03,EA435,Base Aerea Militar No.1 Santa Lucia,Mexico,NLU,,2021-06-01
waybill_complemento_estacion_555,03,EA436,Licenciado Adolfo Lopez Mateos,Mexico,TLC,,2021-06-01
waybill_complemento_estacion_556,03,EA437,Guanajuato,Mexico,BJX,,2021-06-01
waybill_complemento_estacion_557,03,EA438,General Juan N. Alvarez,Mexico,ACA,,2021-06-01
waybill_complemento_estacion_558,03,EA439,Ixtapa Zihuatanejo,Mexico,ZIH,,2021-06-01
waybill_complemento_estacion_559,03,EA440,Don Miguel Hidalgo Y Costilla,Mexico,GDL,,2021-06-01
waybill_complemento_estacion_560,03,EA441,Francisco Primo De Verdad,Mexico,LOM,,2021-06-01
waybill_complemento_estacion_561,03,EA442,Licenciado Gustavo Diaz Ordaz,Mexico,PVR,,2021-06-01
waybill_complemento_estacion_562,03,EA443,Lazaro Cardenas,Mexico,LZC,,2021-06-01
waybill_complemento_estacion_563,03,EA444,General Francisco J. Mujica,Mexico,MLM,,2021-06-01
waybill_complemento_estacion_564,03,EA445,Licenciado Y General Ignacio Lopez Rayon,Mexico,UPN,,2021-06-01
waybill_complemento_estacion_565,03,EA446,General Mariano Matamoros,Mexico,CVJ,,2021-06-01
waybill_complemento_estacion_566,03,EA447,Amado Nervo,Mexico,TPQ,,2021-06-01
waybill_complemento_estacion_567,03,EA448,General Mariano Escobedo,Mexico,MTY,,2021-06-01
waybill_complemento_estacion_568,03,EA449,Aeropuerto Del Norte,Mexico,NTR,,2021-06-01
waybill_complemento_estacion_569,03,EA450,Bahias De Huatulco,Mexico,HUX,,2021-06-01
waybill_complemento_estacion_570,03,EA451,Ixtepec,Mexico,IZT,,2021-06-01
waybill_complemento_estacion_571,03,EA452,Xoxocotlan,Mexico,OAX,,2021-06-01
waybill_complemento_estacion_572,03,EA453,Puerto Escondido,Mexico,PXM,,2021-06-01
waybill_complemento_estacion_573,03,EA454,Estacion Aeronaval De Salina Cruz,Mexico,SCX,,2021-06-01
waybill_complemento_estacion_574,03,EA455,Hermanos Serdan,Mexico,PBC,,2021-06-01
waybill_complemento_estacion_575,03,EA456,Ingeniero Fernando Espinoza Gutierrez,Mexico,QRO,,2021-06-01
waybill_complemento_estacion_576,03,EA457,Chetumal,Mexico,CTM,,2021-06-01
waybill_complemento_estacion_577,03,EA458,Cancun,Mexico,CUN,,2021-06-01
waybill_complemento_estacion_578,03,EA459,Cozumel,Mexico,CZM,,2021-06-01
waybill_complemento_estacion_579,03,EA460,Ponciano Arriaga,Mexico,SLP,,2021-06-01
waybill_complemento_estacion_580,03,EA461,Tamuin,Mexico,TSL,,2021-06-01
waybill_complemento_estacion_581,03,EA462,Federal De Bachigualato,Mexico,CUL,,2021-06-01
waybill_complemento_estacion_582,03,EA463,Federal Del Valle Del Fuerte,Mexico,LMM,,2021-06-01
waybill_complemento_estacion_583,03,EA464,General Rafael Buelna,Mexico,MZT,,2021-06-01
waybill_complemento_estacion_584,03,EA465,Ciudad Obregon,Mexico,CEN,,2021-06-01
waybill_complemento_estacion_585,03,EA466,General Jose Maria Ya�ez,Mexico,GYM,,2021-06-01
waybill_complemento_estacion_586,03,EA467,General Ignacio Pesqueira Garcia,Mexico,HMO,,2021-06-01
waybill_complemento_estacion_587,03,EA468,Nogales,Mexico,NOG,,2021-06-01
waybill_complemento_estacion_588,03,EA469,Punta Pe�asco,Mexico,PPE,,2021-06-01
waybill_complemento_estacion_589,03,EA470,C.P.A. Carlos Rovirosa Perez,Mexico,VSA,,2021-06-01
waybill_complemento_estacion_590,03,EA471,General Pedro J. Mendez,Mexico,CVM,,2021-06-01
waybill_complemento_estacion_591,03,EA472,General Servando Canales,Mexico,MAM,,2021-06-01
waybill_complemento_estacion_592,03,EA473,Quetzalcoatl,Mexico,NLD,,2021-06-01
waybill_complemento_estacion_593,03,EA474,General Lucio Blanco,Mexico,REX,,2021-06-01
waybill_complemento_estacion_594,03,EA475,General Francisco Javier Mina,Mexico,TAM,,2021-06-01
waybill_complemento_estacion_595,03,EA476,El Lencero,Mexico,JAL,,2021-06-01
waybill_complemento_estacion_596,03,EA477,Minatitlan,Mexico,MTT,,2021-06-01
waybill_complemento_estacion_597,03,EA478,El Tajin,Mexico,PAZ,,2021-06-01
waybill_complemento_estacion_598,03,EA479,General Heriberto Jara Corona,Mexico,VER,,2021-06-01
waybill_complemento_estacion_599,03,EA480,Chichen Itza,Mexico,CZA,,2021-06-01
waybill_complemento_estacion_600,03,EA481,Licenciado Manuel Crescencio Rejon,Mexico,MID,,2021-06-01
waybill_complemento_estacion_601,03,EA482,General Leobardo C. Ruiz,Mexico,ZCL,,2021-06-01
waybill_complemento_estacion_602,03,EA483,Augusto Cesar Sandino,Nicaragua,MGA,,2021-06-01
waybill_complemento_estacion_603,03,EA484,Flesland,Noruega,BGO,,2021-06-01
waybill_complemento_estacion_604,03,EA485,Oslo,Noruega,OSL,,2021-06-01
waybill_complemento_estacion_605,03,EA486,Sola,Noruega,SVG,,2021-06-01
waybill_complemento_estacion_606,03,EA487,Vaernes,Noruega,TRD,,2021-06-01
waybill_complemento_estacion_607,03,EA488,Woodbourne,Nueva Zelanda,BHE,,2021-06-01
waybill_complemento_estacion_608,03,EA489,Schiphol,Paises Bajos,AMS,,2021-06-01
waybill_complemento_estacion_609,03,EA490,Reina Beatrix,Paises Bajos,AUA,,2021-06-01
waybill_complemento_estacion_610,03,EA491,Hato,Paises Bajos,CUR,,2021-06-01
waybill_complemento_estacion_611,03,EA492,Princess Juliana,Paises Bajos,SXM,,2021-06-01
waybill_complemento_estacion_612,03,EA493,Panama Pacifico,Panama,BLB,,2021-06-01
waybill_complemento_estacion_613,03,EA494,Enrique Malek,Panama,DAV,,2021-06-01
waybill_complemento_estacion_614,03,EA495,Tocumen,Panama,PTY,,2021-06-01
waybill_complemento_estacion_615,03,EA496,Salamo,Papua-Nueva Guinea,SAM,,2021-06-01
waybill_complemento_estacion_616,03,EA497,Guarani,Paraguay,AGT,,2021-06-01
waybill_complemento_estacion_617,03,EA498,Carlos Miguel Jimenez,Paraguay,PIL,,2021-06-01
waybill_complemento_estacion_618,03,EA499,Capitan Fap Jose A. Qui�ones Gonzalez,Peru,CIX,,2021-06-01
waybill_complemento_estacion_619,03,EA500,Jorge Chavez,Peru,LIM,,2021-06-01
waybill_complemento_estacion_620,03,EA501,Capitan Fap Renan Elias Olivera,Peru,PIO,,2021-06-01
waybill_complemento_estacion_621,03,EA502,Frederic Chopin,Polonia,WAW,,2021-06-01
waybill_complemento_estacion_622,03,EA503,Humberto Delgado,Portugal,LIS,,2021-06-01
waybill_complemento_estacion_623,03,EA504,Francisco Sa Carneiro,Portugal,OPO,,2021-06-01
waybill_complemento_estacion_624,03,EA505,Santa Maria,Portugal,SMA,,2021-06-01
waybill_complemento_estacion_625,03,EA506,Aeroporto Das Lajes,Portugal,TER,,2021-06-01
waybill_complemento_estacion_626,03,EA507,Hamad,Qatar,DOH,,2021-06-01
waybill_complemento_estacion_627,03,EA508,L.F. Wade,Reino Unido,BDA,,2021-06-01
waybill_complemento_estacion_628,03,EA509,Belfast,Reino Unido,BFS,,2021-06-01
waybill_complemento_estacion_629,03,EA510,George Best,Reino Unido,BHD,,2021-06-01
waybill_complemento_estacion_630,03,EA511,Birmingham,Reino Unido,BHX,,2021-06-01
waybill_complemento_estacion_631,03,EA512,Bournemouth,Reino Unido,BOH,,2021-06-01
waybill_complemento_estacion_632,03,EA513,Bristol,Reino Unido,BRS,,2021-06-01
waybill_complemento_estacion_633,03,EA514,Cardiff,Reino Unido,CWL,,2021-06-01
waybill_complemento_estacion_634,03,EA515,Doncaster Sheffield,Reino Unido,DSA,,2021-06-01
waybill_complemento_estacion_635,03,EA516,Edinburgh,Reino Unido,EDI,,2021-06-01
waybill_complemento_estacion_636,03,EA517,East Midlands,Reino Unido,EMA,,2021-06-01
waybill_complemento_estacion_637,03,EA518,Exeter,Reino Unido,EXT,,2021-06-01
waybill_complemento_estacion_638,03,EA519,Abbotsinch,Reino Unido,GLA,,2021-06-01
waybill_complemento_estacion_639,03,EA520,Leeds Bradford,Reino Unido,LBA,,2021-06-01
waybill_complemento_estacion_640,03,EA521,London City,Reino Unido,LCY,,2021-06-01
waybill_complemento_estacion_641,03,EA522,Gatwick,Reino Unido,LGW,,2021-06-01
waybill_complemento_estacion_642,03,EA523,Heathrow,Reino Unido,LHR,,2021-06-01
waybill_complemento_estacion_643,03,EA524,Raf Lakenheath,Reino Unido,LKZ,,2021-06-01
waybill_complemento_estacion_644,03,EA525,Ringway,Reino Unido,MAN,,2021-06-01
waybill_complemento_estacion_645,03,EA526,Newcastle,Reino Unido,NCL,,2021-06-01
waybill_complemento_estacion_646,03,EA527,Providenciales,Reino Unido,PLS,,2021-06-01
waybill_complemento_estacion_647,03,EA528,Stansted,Reino Unido,STN,,2021-06-01
waybill_complemento_estacion_648,03,EA529,Vaclav Havel,Republica Checa,PRG,,2021-06-01
waybill_complemento_estacion_649,03,EA530,Incheon,Republica de Corea,ICN,,2021-06-01
waybill_complemento_estacion_650,03,EA531,Samana El Catey,Republica Dominicana,AZS,,2021-06-01
waybill_complemento_estacion_651,03,EA532,Casa De Campo,Republica Dominicana,LRM,,2021-06-01
waybill_complemento_estacion_652,03,EA533,Gregorio Luperon,Republica Dominicana,POP,,2021-06-01
waybill_complemento_estacion_653,03,EA534,Punta Cana,Republica Dominicana,PUJ,,2021-06-01
waybill_complemento_estacion_654,03,EA535,Las Americas,Republica Dominicana,SDQ,,2021-06-01
waybill_complemento_estacion_655,03,EA536,Domodedovo,Rusia,DME,,2021-06-01
waybill_complemento_estacion_656,03,EA537,Pulkovo,Rusia,LED,,2021-06-01
waybill_complemento_estacion_657,03,EA538,Sheremetyevo,Rusia,SVO,,2021-06-01
waybill_complemento_estacion_658,03,EA539,Vnukovo,Rusia,VKO,,2021-06-01
waybill_complemento_estacion_659,03,EA540,O.R. Tambo,Sudafrica,JNB,,2021-06-01
waybill_complemento_estacion_660,03,EA541,Arlanda,Suecia,ARN,,2021-06-01
waybill_complemento_estacion_661,03,EA542,Landvetter,Suecia,GOT,,2021-06-01
waybill_complemento_estacion_662,03,EA543,Kalmar,Suecia,KLR,,2021-06-01
waybill_complemento_estacion_663,03,EA544,Kallax,Suecia,LLA,,2021-06-01
waybill_complemento_estacion_664,03,EA545,Kungs�ngen,Suecia,NRK,,2021-06-01
waybill_complemento_estacion_665,03,EA546,Ume�,Suecia,UME,,2021-06-01
waybill_complemento_estacion_666,03,EA547,Z�rich-Kloten,Suiza,ZRH,,2021-06-01
waybill_complemento_estacion_667,03,EA548,Tainan,Taiwan,TNN,,2021-06-01
waybill_complemento_estacion_668,03,EA549,Piarco International,Trinidad y Tobago,POS,,2021-06-01
waybill_complemento_estacion_669,03,EA550,Carrasco/General Cesareo L. Berisso,Uruguay,MVD,,2021-06-01
waybill_complemento_estacion_670,03,EA551,General Jose Antonio Anzoategui,Venezuela,BLA,,2021-06-01
waybill_complemento_estacion_671,03,EA552,Jacinto Lara,Venezuela,BRM,,2021-06-01
waybill_complemento_estacion_672,03,EA553,Simon Bolivar,Venezuela,CCS,,2021-06-01
waybill_complemento_estacion_673,03,EA554,Josefa Camejo,Venezuela,LSP,,2021-06-01
waybill_complemento_estacion_674,03,EA555,La Chinita,Venezuela,MAR,,2021-06-01
waybill_complemento_estacion_675,03,EA556,Santiago Mari�o,Venezuela,PMV,,2021-06-01
waybill_complemento_estacion_676,03,EA557,General Manuel Carlos Piar,Venezuela,PZO,,2021-06-01
waybill_complemento_estacion_677,03,EA558,Las Flecheras,Venezuela,SFD,,2021-06-01
waybill_complemento_estacion_678,03,EA559,Juan Pablo Perez Alfonso,Venezuela,VIG,,2021-06-01
waybill_complemento_estacion_679,03,EA560,Arturo Michelena International,Venezuela,VLN,,2021-06-01
waybill_complemento_estacion_680,03,EA561,Extranjera,Extranjera,1Y,,2021-06-01
waybill_complemento_estacion_681,04,EF001,Pantaco,Mexico,,A,2021-06-01
waybill_complemento_estacion_682,04,EF002,Valle de Mexico,Mexico,,A,2021-06-01
waybill_complemento_estacion_683,04,EF003,Tlalnepantla,Mexico,,A,2021-06-01
waybill_complemento_estacion_684,04,EF004,Lecheria,Mexico,,A,2021-06-01
waybill_complemento_estacion_685,04,EF005,Cuautitlan,Mexico,,A,2021-06-01
waybill_complemento_estacion_686,04,EF006,Teoloyucan,Mexico,,A,2021-06-01
waybill_complemento_estacion_687,04,EF007,Huehuetoca,Mexico,,A,2021-06-01
waybill_complemento_estacion_688,04,EF008,El Salto,Mexico,,A,2021-06-01
waybill_complemento_estacion_689,04,EF009,Dorantes,Mexico,,A,2021-06-01
waybill_complemento_estacion_690,04,EF010,Cruz Azul,Mexico,,A,2021-06-01
waybill_complemento_estacion_691,04,EF011,Tolteca,Mexico,,A,2021-06-01
waybill_complemento_estacion_692,04,EF012,Tula,Mexico,,A,2021-06-01
waybill_complemento_estacion_693,04,EF013,San Juan del Rio,Mexico,,A,2021-06-01
waybill_complemento_estacion_694,04,EF014,Coachiti,Mexico,,A,2021-06-01
waybill_complemento_estacion_695,04,EF015,El Tunal,Mexico,,A,2021-06-01
waybill_complemento_estacion_696,04,EF016,Apaseo,Mexico,,A,2021-06-01
waybill_complemento_estacion_697,04,EF017,Celaya,Mexico,,A,2021-06-01
waybill_complemento_estacion_698,04,EF018,Crespo,Mexico,,A,2021-06-01
waybill_complemento_estacion_699,04,EF019,Cortazar,Mexico,,A,2021-06-01
waybill_complemento_estacion_700,04,EF020,Villagran,Mexico,,A,2021-06-01
waybill_complemento_estacion_701,04,EF021,Molino Sarabia,Mexico,,A,2021-06-01
waybill_complemento_estacion_702,04,EF022,Univex,Mexico,,A,2021-06-01
waybill_complemento_estacion_703,04,EF023,Salamanca,Mexico,,A,2021-06-01
waybill_complemento_estacion_704,04,EF024,Chico,Mexico,,A,2021-06-01
waybill_complemento_estacion_705,04,EF025,Irapuato,Mexico,,A,2021-06-01
waybill_complemento_estacion_706,04,EF026,Arandas,Mexico,,A,2021-06-01
waybill_complemento_estacion_707,04,EF027,Copalillo,Mexico,,A,2021-06-01
waybill_complemento_estacion_708,04,EF028,Vieyra,Mexico,,A,2021-06-01
waybill_complemento_estacion_709,04,EF029,Villalobos,Mexico,,A,2021-06-01
waybill_complemento_estacion_710,04,EF030,Pico de Oro,Mexico,,A,2021-06-01
waybill_complemento_estacion_711,04,EF031,El Cerrito,Mexico,,A,2021-06-01
waybill_complemento_estacion_712,04,EF032,Silao,Mexico,,A,2021-06-01
waybill_complemento_estacion_713,04,EF033,Napoles,Mexico,,A,2021-06-01
waybill_complemento_estacion_714,04,EF034,Trinidad,Mexico,,A,2021-06-01
waybill_complemento_estacion_715,04,EF035,Leon,Mexico,,A,2021-06-01
waybill_complemento_estacion_716,04,EF036,La Mora,Mexico,,A,2021-06-01
waybill_complemento_estacion_717,04,EF037,El Potrerito,Mexico,,A,2021-06-01
waybill_complemento_estacion_718,04,EF038,San Francisco del Rincon,Mexico,,A,2021-06-01
waybill_complemento_estacion_719,04,EF039,Guanajal,Mexico,,A,2021-06-01
waybill_complemento_estacion_720,04,EF040,San Bartolo,Mexico,,A,2021-06-01
waybill_complemento_estacion_721,04,EF041,Pedrito,Mexico,,A,2021-06-01
waybill_complemento_estacion_722,04,EF042,Carolina,Mexico,,A,2021-06-01
waybill_complemento_estacion_723,04,EF043,Corral Blanco,Mexico,,A,2021-06-01
waybill_complemento_estacion_724,04,EF044,Loma,Mexico,,A,2021-06-01
waybill_complemento_estacion_725,04,EF045,Lagos de Moreno,Mexico,,A,2021-06-01
waybill_complemento_estacion_726,04,EF046,Mira,Mexico,,A,2021-06-01
waybill_complemento_estacion_727,04,EF047,Los Salas,Mexico,,A,2021-06-01
waybill_complemento_estacion_728,04,EF048,Placa KM. A-503,Mexico,,A,2021-06-01
waybill_complemento_estacion_729,04,EF049,Castro,Mexico,,A,2021-06-01
waybill_complemento_estacion_730,04,EF050,Doble,Mexico,,A,2021-06-01
waybill_complemento_estacion_731,04,EF051,Santa Maria de Enmedio,Mexico,,A,2021-06-01
waybill_complemento_estacion_732,04,EF052,San Juan de los Lagos,Mexico,,A,2021-06-01
waybill_complemento_estacion_733,04,EF053,Placa KM. A-529,Mexico,,A,2021-06-01
waybill_complemento_estacion_734,04,EF054,Encarnacion,Mexico,,A,2021-06-01
waybill_complemento_estacion_735,04,EF055,El Tigre,Mexico,,A,2021-06-01
waybill_complemento_estacion_736,04,EF056,Peruelas,Mexico,,A,2021-06-01
waybill_complemento_estacion_737,04,EF057,Arellano,Mexico,,A,2021-06-01
waybill_complemento_estacion_738,04,EF058,Aguascalientes,Mexico,,A,2021-06-01
waybill_complemento_estacion_739,04,EF059,Placa KM. A-592,Mexico,,A,2021-06-01
waybill_complemento_estacion_740,04,EF060,Chicalote,Mexico,,A,2021-06-01
waybill_complemento_estacion_741,04,EF061,Garabato,Mexico,,A,2021-06-01
waybill_complemento_estacion_742,04,EF062,Pabellon,Mexico,,A,2021-06-01
waybill_complemento_estacion_743,04,EF063,Rincon de Romos,Mexico,,A,2021-06-01
waybill_complemento_estacion_744,04,EF064,Punta,Mexico,,A,2021-06-01
waybill_complemento_estacion_745,04,EF065,Adames,Mexico,,A,2021-06-01
waybill_complemento_estacion_746,04,EF066,Berriozabal,Mexico,,A,2021-06-01
waybill_complemento_estacion_747,04,EF067,Tlacotes,Mexico,,A,2021-06-01
waybill_complemento_estacion_748,04,EF068,Palmira,Mexico,,A,2021-06-01
waybill_complemento_estacion_749,04,EF069,Trancoso,Mexico,,A,2021-06-01
waybill_complemento_estacion_750,04,EF070,San Geronimo,Mexico,,A,2021-06-01
waybill_complemento_estacion_751,04,EF071,Rafael S. Martinez,Mexico,,A,2021-06-01
waybill_complemento_estacion_752,04,EF072,Zacatecas,Mexico,,A,2021-06-01
waybill_complemento_estacion_753,04,EF073,El Brillo,Mexico,,A,2021-06-01
waybill_complemento_estacion_754,04,EF074,Pimienta,Mexico,,A,2021-06-01
waybill_complemento_estacion_755,04,EF075,Morelos,Mexico,,A,2021-06-01
waybill_complemento_estacion_756,04,EF076,Victor Rosales,Mexico,,A,2021-06-01
waybill_complemento_estacion_757,04,EF077,Ojuelos,Mexico,,A,2021-06-01
waybill_complemento_estacion_758,04,EF078,Fresnillo,Mexico,,A,2021-06-01
waybill_complemento_estacion_759,04,EF079,Mendoza,Mexico,,A,2021-06-01
waybill_complemento_estacion_760,04,EF080,Gutierrez,Mexico,,A,2021-06-01
waybill_complemento_estacion_761,04,EF081,Mezquite,Mexico,,A,2021-06-01
waybill_complemento_estacion_762,04,EF082,El Saucillo,Mexico,,A,2021-06-01
waybill_complemento_estacion_763,04,EF083,Felipe Pescador,Mexico,,A,2021-06-01
waybill_complemento_estacion_764,04,EF084,Cedro,Mexico,,A,2021-06-01
waybill_complemento_estacion_765,04,EF085,Edmundo,Mexico,,A,2021-06-01
waybill_complemento_estacion_766,04,EF086,La Colorada,Mexico,,A,2021-06-01
waybill_complemento_estacion_767,04,EF087,Urbieta,Mexico,,A,2021-06-01
waybill_complemento_estacion_768,04,EF088,Pacheco,Mexico,,A,2021-06-01
waybill_complemento_estacion_769,04,EF089,Alamillo,Mexico,,A,2021-06-01
waybill_complemento_estacion_770,04,EF090,La Seccion,Mexico,,A,2021-06-01
waybill_complemento_estacion_771,04,EF091,Dpal,Mexico,,A,2021-06-01
waybill_complemento_estacion_772,04,EF092,Carlos,Mexico,,A,2021-06-01
waybill_complemento_estacion_773,04,EF093,Camacho,Mexico,,A,2021-06-01
waybill_complemento_estacion_774,04,EF094,Fuertes,Mexico,,A,2021-06-01
waybill_complemento_estacion_775,04,EF095,San Isidro,Mexico,,A,2021-06-01
waybill_complemento_estacion_776,04,EF096,Symon,Mexico,,A,2021-06-01
waybill_complemento_estacion_777,04,EF097,Ryvas,Mexico,,A,2021-06-01
waybill_complemento_estacion_778,04,EF098,Acacio,Mexico,,A,2021-06-01
waybill_complemento_estacion_779,04,EF099,La Mancha,Mexico,,A,2021-06-01
waybill_complemento_estacion_780,04,EF100,Darias,Mexico,,A,2021-06-01
waybill_complemento_estacion_781,04,EF101,Calvo,Mexico,,A,2021-06-01
waybill_complemento_estacion_782,04,EF102,El Centinela,Mexico,,A,2021-06-01
waybill_complemento_estacion_783,04,EF103,Peralta,Mexico,,A,2021-06-01
waybill_complemento_estacion_784,04,EF104,Otto,Mexico,,A,2021-06-01
waybill_complemento_estacion_785,04,EF105,La Flor,Mexico,,A,2021-06-01
waybill_complemento_estacion_786,04,EF106,Jimulco,Mexico,,A,2021-06-01
waybill_complemento_estacion_787,04,EF107,Los Trizar,Mexico,,A,2021-06-01
waybill_complemento_estacion_788,04,EF108,Jalisco,Mexico,,A,2021-06-01
waybill_complemento_estacion_789,04,EF109,Amador,Mexico,,A,2021-06-01
waybill_complemento_estacion_790,04,EF110,Picardias,Mexico,,A,2021-06-01
waybill_complemento_estacion_791,04,EF111,Nazareno,Mexico,,A,2021-06-01
waybill_complemento_estacion_792,04,EF112,Mieleras,Mexico,,A,2021-06-01
waybill_complemento_estacion_793,04,EF113,La Perla,Mexico,,A,2021-06-01
waybill_complemento_estacion_794,04,EF114,Torreon,Mexico,,A,2021-06-01
waybill_complemento_estacion_795,04,EF115,Torreon,Mexico,,A,2021-06-01
waybill_complemento_estacion_796,04,EF116,AI. IANZA,Mexico,,A,2021-06-01
waybill_complemento_estacion_797,04,EF117,Gomez Palacio,Mexico,,A,2021-06-01
waybill_complemento_estacion_798,04,EF118,El Vergel,Mexico,,A,2021-06-01
waybill_complemento_estacion_799,04,EF119,NOE,Mexico,,A,2021-06-01
waybill_complemento_estacion_800,04,EF120,Cadena,Mexico,,A,2021-06-01
waybill_complemento_estacion_801,04,EF121,Maravasco,Mexico,,A,2021-06-01
waybill_complemento_estacion_802,04,EF122,Bermejillo,Mexico,,A,2021-06-01
waybill_complemento_estacion_803,04,EF123,Sierrita,Mexico,,A,2021-06-01
waybill_complemento_estacion_804,04,EF124,Peronal,Mexico,,A,2021-06-01
waybill_complemento_estacion_805,04,EF125,Banderas,Mexico,,A,2021-06-01
waybill_complemento_estacion_806,04,EF126,Conejos,Mexico,,A,2021-06-01
waybill_complemento_estacion_807,04,EF127,El Bolson,Mexico,,A,2021-06-01
waybill_complemento_estacion_808,04,EF128,Yermo,Mexico,,A,2021-06-01
waybill_complemento_estacion_809,04,EF129,Ceballos,Mexico,,A,2021-06-01
waybill_complemento_estacion_810,04,EF130,Zavalza,Mexico,,A,2021-06-01
waybill_complemento_estacion_811,04,EF131,Escalon,Mexico,,A,2021-06-01
waybill_complemento_estacion_812,04,EF132,Asunsolo,Mexico,,A,2021-06-01
waybill_complemento_estacion_813,04,EF133,Rellano,Mexico,,A,2021-06-01
waybill_complemento_estacion_814,04,EF134,Mugoz,Mexico,,A,2021-06-01
waybill_complemento_estacion_815,04,EF135,Corralitos,Mexico,,A,2021-06-01
waybill_complemento_estacion_816,04,EF136,Lolita,Mexico,,A,2021-06-01
waybill_complemento_estacion_817,04,EF137,Jimenez,Mexico,,A,2021-06-01
waybill_complemento_estacion_818,04,EF138,La Reforma,Mexico,,A,2021-06-01
waybill_complemento_estacion_819,04,EF139,Diaz,Mexico,,A,2021-06-01
waybill_complemento_estacion_820,04,EF140,La Enramada,Mexico,,A,2021-06-01
waybill_complemento_estacion_821,04,EF141,Florido,Mexico,,A,2021-06-01
waybill_complemento_estacion_822,04,EF142,Santa Rosalia Camargo,Mexico,,A,2021-06-01
waybill_complemento_estacion_823,04,EF143,La Seccion,Mexico,,A,2021-06-01
waybill_complemento_estacion_824,04,EF144,La Cruz,Mexico,,A,2021-06-01
waybill_complemento_estacion_825,04,EF145,Aurelio,Mexico,,A,2021-06-01
waybill_complemento_estacion_826,04,EF146,Concho,Mexico,,A,2021-06-01
waybill_complemento_estacion_827,04,EF147,Saucillo,Mexico,,A,2021-06-01
waybill_complemento_estacion_828,04,EF148,Armendariz,Mexico,,A,2021-06-01
waybill_complemento_estacion_829,04,EF149,Rosetilla,Mexico,,A,2021-06-01
waybill_complemento_estacion_830,04,EF150,Las Delicias,Mexico,,A,2021-06-01
waybill_complemento_estacion_831,04,EF151,Meoqui,Mexico,,A,2021-06-01
waybill_complemento_estacion_832,04,EF152,Consuelo,Mexico,,A,2021-06-01
waybill_complemento_estacion_833,04,EF153,Hondonada,Mexico,,A,2021-06-01
waybill_complemento_estacion_834,04,EF154,Bachimba,Mexico,,A,2021-06-01
waybill_complemento_estacion_835,04,EF155,Abraham Gonzalez,Mexico,,A,2021-06-01
waybill_complemento_estacion_836,04,EF156,Francisco Villa,Mexico,,A,2021-06-01
waybill_complemento_estacion_837,04,EF157,Horcasitas,Mexico,,A,2021-06-01
waybill_complemento_estacion_838,04,EF158,Los Martinez,Mexico,,A,2021-06-01
waybill_complemento_estacion_839,04,EF159,Mapula,Mexico,,A,2021-06-01
waybill_complemento_estacion_840,04,EF160,Alberto,Mexico,,A,2021-06-01
waybill_complemento_estacion_841,04,EF161,Morse,Mexico,,A,2021-06-01
